Genome feature ID,C..albicans...S..gordonii,S..gordonii...spent.C..albicans.medium,S..gordonii.only,C..albicans...S..gordonii.1,S..gordonii...spent.C..albicans.medium.1,S..gordonii.only.1,C..albicans...S..gordonii.2,S..gordonii...spent.C..albicans.medium.2,S..gordonii.only.2
ID_murE_p01_Parent_murE_t01_Dbxref_GI_157149815_GeneID_5598250_eC_number_6_3_2_13_Note_involved_in_cell_wall_formation_B_peptidoglycan_synthesis_B_cytoplasmic_enzyme_B_catalyzes_the_addition_of_lysine_to_UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_forming_UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine_codon_start_1_gene_murE_locus_tag_SGO_1638_product_UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine_ligase_protein_id_YP_001450915_1_transl_table_11_translation_length_481,5612,15809,9719,1728,6082,5773,3109,8320,6002
ID_SGO_1639_p01_Parent_SGO_1639_t01_Dbxref_GI_157150425_GeneID_5598177_Note_identified_by_match_to_protein_family_HMM_PF08820_codon_start_1_locus_tag_SGO_1639_product_hypothetical_protein_protein_id_YP_001450916_1_transl_table_11_translation_length_217,4275,15521,9198,3797,5495,6124,3436,6954,6334
ID_SGO_1640_p01_Parent_SGO_1640_t01_Dbxref_GI_157150496_GeneID_5599245_Note_identified_by_match_to_protein_family_HMM_PF06520_codon_start_1_locus_tag_SGO_1640_product_hypothetical_protein_protein_id_YP_001450917_1_transl_table_11_translation_length_170,3803,13157,7319,1577,3309,3482,1456,4387,4086
ID_SGO_1641_p01_Parent_SGO_1641_t01_Dbxref_GI_157150428_GeneID_5599119_Note_identified_by_match_to_protein_family_HMM_PF05913_codon_start_1_locus_tag_SGO_1641_product_hypothetical_protein_protein_id_YP_001450918_1_transl_table_11_translation_length_363,363,1037,652,189,303,711,196,495,356
ID_SGO_1642_p01_Parent_SGO_1642_t01_Dbxref_GI_157149784_GeneID_5599242_codon_start_1_locus_tag_SGO_1642_product_hypothetical_protein_protein_id_YP_001450919_1_transl_table_11_translation_length_169,211,681,426,183,199,453,177,329,225
ID_SGO_1643_p01_Parent_SGO_1643_t01_Dbxref_GI_157151319_GeneID_5598777_eC_number_2_7_1_69_Note_identified_by_match_to_protein_family_HMM_PF02378_B_match_to_protein_family_HMM_TIGR00410_codon_start_1_locus_tag_SGO_1643_product_PTS_system_cellobiose-specific_transporter_subunit_IIC_protein_id_YP_001450920_1_transl_table_11_translation_length_455,431,1210,986,181,276,1003,183,404,291
ID_SGO_1644_p01_Parent_SGO_1644_t01_Dbxref_GI_157150255_GeneID_5597827_eC_number_2_7_1_69_Note_identified_by_match_to_protein_family_HMM_PF02302_codon_start_1_locus_tag_SGO_1644_product_PTS_system_cellobiose-specific_transporter_subunit_IIB_protein_id_YP_001450921_1_transl_table_11_translation_length_106,173,525,345,60,112,358,44,131,84
ID_SGO_1645_p01_Parent_SGO_1645_t01_Dbxref_GI_157149676_GeneID_5599658_eC_number_2_7_1_69_Note_identified_by_match_to_protein_family_HMM_PF02255_codon_start_1_locus_tag_SGO_1645_product_PTS_cellobiose-specific_enzyme_IIA_protein_id_YP_001450922_1_transl_table_11_translation_length_107,171,523,372,122,139,490,145,179,134
ID_SGO_1646_p01_Parent_SGO_1646_t01_Dbxref_GI_157151505_GeneID_5598373_Note_identified_by_match_to_protein_family_HMM_PF06271_codon_start_1_locus_tag_SGO_1646_product_hypothetical_protein_protein_id_YP_001450923_1_transl_table_11_translation_length_190,158,403,297,63,154,647,105,244,141
ID_SGO_1647_p01_Parent_SGO_1647_t01_Dbxref_GI_157150005_GeneID_5599157_Note_identified_by_match_to_protein_family_HMM_PF00359_B_match_to_protein_family_HMM_PF00874_B_match_to_protein_family_HMM_PF05043_B_match_to_protein_family_HMM_PF08279_codon_start_1_locus_tag_SGO_1647_product_BigG_family_transcription_antiterminator_protein_id_YP_001450924_1_transl_table_11_translation_length_629,246,825,443,188,305,1397,317,597,269
ID_ppx1_p01_Parent_ppx1_t01_Dbxref_GI_157150485_GeneID_5598490_eC_number_3_6_1_1_Note_catalyzes_the_hydrolysis_of_pyrophosphate_to_phosphate_codon_start_1_gene_ppx1_locus_tag_SGO_1648_product_putative_manganese-dependent_inorganic_pyrophosphatase_protein_id_YP_001450925_1_transl_table_11_translation_length_311,3779,11496,8816,3761,4938,6271,3555,6420,5050
ID_act_p01_Parent_act_t01_Dbxref_GI_157151404_GeneID_5599138_eC_number_1_97_1_4_Note_identified_by_match_to_protein_family_HMM_PF04055_B_match_to_protein_family_HMM_TIGR02493_codon_start_1_gene_act_locus_tag_SGO_1649_product_pyruvate_formate-lyase-activating_enzyme_protein_id_YP_001450926_1_transl_table_11_translation_length_269,10334,19176,13868,4741,8059,11037,7925,14850,10309
ID_SGO_1650_p01_Parent_SGO_1650_t01_Dbxref_GI_157150237_GeneID_5599816_Note_identified_by_match_to_protein_family_HMM_PF00746_B_match_to_protein_family_HMM_PF05738_B_match_to_protein_family_HMM_TIGR01167_codon_start_1_locus_tag_SGO_1650_product_LPXTG_cell_wall_surface_protein_protein_id_YP_001450927_1_transl_table_11_translation_length_694,4776,13718,10465,4109,4568,8863,4470,6498,3898
ID_SGO_1651_p01_Parent_SGO_1651_t01_Dbxref_GI_157151208_GeneID_5598635_Note_identified_by_match_to_protein_family_HMM_PF03372_codon_start_1_locus_tag_SGO_1651_product_LPXTG_cell_wall_surface_protein_protein_id_YP_001450928_1_transl_table_11_translation_length_779,11184,26936,19389,5455,10064,12041,4581,10220,6426
ID_SGO_1652_p01_Parent_SGO_1652_t01_Dbxref_GI_157151651_GeneID_5597763_Note_identified_by_match_to_protein_family_HMM_PF00128_B_match_to_protein_family_HMM_TIGR02403_codon_start_1_locus_tag_SGO_1652_product_intracellular_glycosyl_hydrolase_protein_id_YP_001450929_1_transl_table_11_translation_length_541,467,593,408,47,92,607,86,133,210
ID_SGO_1653_p01_Parent_SGO_1653_t01_Dbxref_GI_157150064_GeneID_5597741_eC_number_2_7_1_69_Note_identified_by_match_to_protein_family_HMM_PF00358_B_match_to_protein_family_HMM_PF00367_B_match_to_protein_family_HMM_PF02378_B_match_to_protein_family_HMM_TIGR00826_B_match_to_protein_family_HMM_TIGR00830_B_match_to_protein_family_HMM_TIGR01992_codon_start_1_locus_tag_SGO_1653_product_trehalose_PTS_enzyme_II_protein_id_YP_001450930_1_transl_table_11_translation_length_669,1196,1084,704,65,131,1221,251,249,258
ID_SGO_1654_p01_Parent_SGO_1654_t01_Dbxref_GI_157149890_GeneID_5599498_Note_identified_by_match_to_protein_family_HMM_PF00392_B_match_to_protein_family_HMM_PF07702_B_match_to_protein_family_HMM_TIGR02404_codon_start_1_locus_tag_SGO_1654_product_trehalose_operon_transcription_repressor_protein_id_YP_001450931_1_transl_table_11_translation_length_236,789,689,273,56,80,779,135,129,138
ID_SGO_1655_p01_Parent_SGO_1655_t01_Dbxref_GI_157150351_GeneID_5598619_Note_identified_by_match_to_protein_family_HMM_PF00571_B_match_to_protein_family_HMM_PF01595_B_match_to_protein_family_HMM_PF03471_codon_start_1_locus_tag_SGO_1655_product_hemolysin_protein_id_YP_001450932_1_transl_table_11_translation_length_446,17872,48092,34450,14299,18542,27475,22306,34202,37911
ID_SGO_1656_p01_Parent_SGO_1656_t01_Dbxref_GI_157151329_GeneID_5599391_codon_start_1_locus_tag_SGO_1656_product_phosphoenolpyruvate_carboxykinase_protein_id_YP_001450933_1_transl_table_11_translation_length_548,5529,10911,9431,2034,5851,6957,2713,7939,5781
ID_SGO_1657_p01_Parent_SGO_1657_t01_Dbxref_GI_157150736_GeneID_5598237_Note_identified_by_match_to_protein_family_HMM_PF01594_codon_start_1_locus_tag_SGO_1657_product_membrane_protein_protein_id_YP_001450934_1_transl_table_11_translation_length_374,2560,6288,4820,729,2176,2502,1022,2876,2921
ID_SGO_1658_p01_Parent_SGO_1658_t01_Dbxref_GI_157149973_GeneID_5598680_Note_identified_by_match_to_protein_family_HMM_PF00005_codon_start_1_locus_tag_SGO_1658_product_ABC_transporter_ATP-binding_protein_protein_id_YP_001450935_1_transl_table_11_translation_length_270,1215,3619,2714,439,1060,1573,638,1131,1008
ID_SGO_1659_p01_Parent_SGO_1659_t01_Dbxref_GI_157150617_GeneID_5597959_codon_start_1_locus_tag_SGO_1659_product_hypothetical_protein_protein_id_YP_001450936_1_transl_table_11_translation_length_520,3034,9034,6898,882,1809,2779,1324,2627,2041
ID_SGO_1660_p01_Parent_SGO_1660_t01_Dbxref_GI_157151080_GeneID_5598895_Note_identified_by_match_to_protein_family_HMM_PF06962_B_match_to_protein_family_HMM_PF08241_codon_start_1_locus_tag_SGO_1660_product_methyltransferase_protein_id_YP_001450937_1_transl_table_11_translation_length_184,997,2947,2108,312,951,996,535,1502,1172
ID_SGO_1661_p01_Parent_SGO_1661_t01_Dbxref_GI_157149689_GeneID_5597986_Note_identified_by_match_to_protein_family_HMM_PF04055_B_match_to_protein_family_HMM_TIGR01212_codon_start_1_locus_tag_SGO_1661_product_radical_SAM_family_protein_protein_id_YP_001450938_1_transl_table_11_translation_length_312,2188,6138,4847,679,2100,2076,1025,3426,2757
ID_SGO_1662_p01_Parent_SGO_1662_t01_Dbxref_GI_157150157_GeneID_5598212_eC_number_2_1_1_63_Note_identified_by_match_to_protein_family_HMM_PF01035_codon_start_1_locus_tag_SGO_1662_product_putative_methylated-DNA_methyltransferase_protein_id_YP_001450939_1_transl_table_11_translation_length_102,645,1654,1387,126,442,535,215,883,647
ID_SGO_1663_p01_Parent_SGO_1663_t01_Dbxref_GI_157151451_GeneID_5599572_Note_identified_by_match_to_protein_family_HMM_PF01569_codon_start_1_locus_tag_SGO_1663_product_PAP2_family_protein_protein_id_YP_001450940_1_transl_table_11_translation_length_216,18764,37331,30728,4179,9221,11018,7712,15377,14867
ID_SGO_1664_p01_Parent_SGO_1664_t01_Dbxref_GI_157150878_GeneID_5598734_codon_start_1_locus_tag_SGO_1664_product_hypothetical_protein_protein_id_YP_001450941_1_transl_table_11_translation_length_185,45405,102084,88179,8865,31320,25058,13569,46848,39043
ID_SGO_1665_p01_Parent_SGO_1665_t01_Dbxref_GI_157150281_GeneID_5598417_Note_identified_by_match_to_protein_family_HMM_PF00588_codon_start_1_locus_tag_SGO_1665_product_rRNA_methylase_protein_id_YP_001450942_1_transl_table_11_translation_length_168,2069,6019,3695,1575,1412,2760,1538,2668,2855
ID_trkA_p01_Parent_trkA_t01_Dbxref_GI_157150510_GeneID_5598528_Note_involved_in_potassium_uptake_B_found_to_be_peripherally_associated_with_the_inner_membrane_in_Escherichia_coli_B_contains_an_NAD-binding_domain_codon_start_1_gene_trkA_locus_tag_SGO_1666_product_potassium_transporter_peripheral_membrane_protein_protein_id_YP_001450943_1_transl_table_11_translation_length_509,5856,16287,12112,1810,4820,5946,2215,5954,5390
ID_trkH_p01_Parent_trkH_t01_Dbxref_GI_157149658_GeneID_5599091_Note_identified_by_match_to_protein_family_HMM_PF02386_codon_start_1_gene_trkH_locus_tag_SGO_1667_product_Trk_family_potassium_uptake_protein_protein_id_YP_001450944_1_transl_table_11_translation_length_480,6341,18276,13054,1411,4056,5482,2237,4846,3755
ID_SGO_1668_p01_Parent_SGO_1668_t01_Dbxref_GI_157151462_GeneID_5598598_Note_identified_by_match_to_protein_family_HMM_PF01809_B_match_to_protein_family_HMM_TIGR00278_codon_start_1_locus_tag_SGO_1668_product_hypothetical_protein_protein_id_YP_001450945_1_transl_table_11_translation_length_84,215,713,454,59,185,184,92,207,143
ID_SGO_1669_p01_Parent_SGO_1669_t01_Dbxref_GI_157149683_GeneID_5598779_Note_identified_by_match_to_protein_family_HMM_PF00849_B_match_to_protein_family_HMM_PF01479_B_match_to_protein_family_HMM_TIGR00093_codon_start_1_locus_tag_SGO_1669_product_ribosomal_large_subunit_pseudouridine_synthase_B_protein_id_YP_001450946_1_transl_table_11_translation_length_242,2414,7714,4330,997,2308,2576,1843,3799,2791
ID_scpB_p01_Parent_scpB_t01_Dbxref_GI_157151269_GeneID_5598263_Note_functions_during_chromosome_segregation_B_may_form_a_condensin-like_structure_with_SMC_and_ScpA_B_forms_a_homodimer_codon_start_1_gene_scpB_locus_tag_SGO_1670_product_segregation_and_condensation_protein_B_protein_id_YP_001450947_1_transl_table_11_translation_length_188,2391,7346,3820,1281,2271,2705,2162,3589,2596
ID_scpA_p01_Parent_scpA_t01_Dbxref_GI_157150800_GeneID_5599201_Note_functions_during_chromosome_segregation_B_may_form_a_condensin-like_structure_with_SMC_and_ScpB_codon_start_1_gene_scpA_locus_tag_SGO_1671_product_segregation_and_condensation_protein_A_protein_id_YP_001450948_1_transl_table_11_translation_length_233,2639,8517,4857,2322,3732,3880,3706,5291,3852
ID_xerD_p01_Parent_xerD_t01_Dbxref_GI_157151140_GeneID_5598569_Note_site-specific_tyrosine_recombinase_which_cuts_and_rejoins_DNA_molecules_B_binds_cooperatively_to_specific_DNA_consensus_sites_B_forms_a_heterotetrameric_complex_with_XerC_B_XerCD_exhibit_similar_sequences_B_essential_to_convert_chromosome_dimers_to_monomers_during_cell_division_and_functions_during_plasmid_segregation_B_cell_division_protein_FtsK_may_regulate_the_XerCD_complex_B_enzyme_from_Streptococcus_group_has_unusual_active_site_motifs_codon_start_1_gene_xerD_locus_tag_SGO_1672_product_site-specific_tyrosine_recombinase_XerD_protein_id_YP_001450949_1_transl_table_11_translation_length_242,3370,10448,6457,1558,3277,3728,2429,4668,3239
ID_SGO_1673_p01_Parent_SGO_1673_t01_Dbxref_GI_157150681_GeneID_5597878_Note_identified_by_match_to_protein_family_HMM_PF00571_codon_start_1_locus_tag_SGO_1673_product_hypothetical_protein_protein_id_YP_001450950_1_transl_table_11_translation_length_153,3228,9402,6483,1826,3599,4258,2755,4650,3410
ID_SGO_1674_p01_Parent_SGO_1674_t01_Dbxref_GI_157149968_GeneID_5598787_Note_identified_by_match_to_protein_family_HMM_PF00149_B_match_to_protein_family_HMM_TIGR00040_codon_start_1_locus_tag_SGO_1674_product_phosphodiesterase_protein_id_YP_001450951_1_transl_table_11_translation_length_173,4888,15824,9433,2387,4914,5785,3457,6072,4428
ID_SGO_1675_p01_Parent_SGO_1675_t01_Dbxref_GI_157151350_GeneID_5598004_Note_HAM1-like_protein_B_Rec-dependent_growth_B_RgdB_B_yggV_B_it_is_suspected_that_this_protein_functions_to_remove_misincorporated_bases_such_as_xanthine_or_hypoxanthine_codon_start_1_locus_tag_SGO_1675_product_putative_deoxyribonucleotide_triphosphate_pyrophosphatase/unknown_domain_fusion_protein_protein_id_YP_001450952_1_transl_table_11_translation_length_325,5649,20717,12049,3834,7226,8209,5149,9123,6921
ID_murI_p01_Parent_murI_t01_Dbxref_GI_157151279_GeneID_5599397_eC_number_5_1_1_3_Note_converts_L-glutamate_to_D-glutamate_2C_a_component_of_peptidoglycan_codon_start_1_gene_murI_locus_tag_SGO_1676_product_glutamate_racemase_protein_id_YP_001450953_1_transl_table_11_translation_length_264,4994,20044,11297,3551,6929,8211,4427,8704,6690
ID_SGO_1677_p01_Parent_SGO_1677_t01_Dbxref_GI_157150754_GeneID_5599567_Note_identified_by_match_to_protein_family_HMM_PF03672_codon_start_1_locus_tag_SGO_1677_product_hypothetical_protein_protein_id_YP_001450954_1_transl_table_11_translation_length_82,1086,3543,2568,412,925,1260,509,1011,948
ID_lysA_p01_Parent_lysA_t01_Dbxref_GI_157150578_GeneID_5598648_eC_number_4_1_1_20_Note_identified_by_match_to_protein_family_HMM_PF00278_B_match_to_protein_family_HMM_PF02784_codon_start_1_gene_lysA_locus_tag_SGO_1678_product_diaminopimelate_decarboxylase_protein_id_YP_001450955_1_transl_table_11_translation_length_416,5086,16437,12265,4232,5848,9293,4757,7337,7271
ID_SGO_1679_p01_Parent_SGO_1679_t01_Dbxref_GI_157151038_GeneID_5598957_eC_number_2_7_1_69_Note_identified_by_match_to_protein_family_HMM_PF03610_B_match_to_protein_family_HMM_PF03830_codon_start_1_locus_tag_SGO_1679_product_phosphotransferase_system_enzyme_II_protein_id_YP_001450956_1_transl_table_11_translation_length_329,7576,17677,11285,3434,6484,5030,4627,7095,4172
ID_SGO_1680_p01_Parent_SGO_1680_t01_Dbxref_GI_157150304_GeneID_5598072_eC_number_2_7_1_69_Note_identified_by_match_to_protein_family_HMM_PF03609_codon_start_1_locus_tag_SGO_1680_product_phosphotransferase_system_enzyme_II_protein_id_YP_001450957_1_transl_table_11_translation_length_267,5366,11682,7598,2047,4508,3904,3788,5146,3188
ID_SGO_1681_p01_Parent_SGO_1681_t01_Dbxref_GI_157150100_GeneID_5599467_Note_identified_by_match_to_protein_family_HMM_PF03613_B_match_to_protein_family_HMM_TIGR00828_codon_start_1_locus_tag_SGO_1681_product_PTS_system_mannose/fructose/sorbose_family_transporter_subunit_IID_protein_id_YP_001450958_1_transl_table_11_translation_length_303,4832,10441,6750,1683,4077,3364,3170,4540,2923
ID_SGO_1682_p01_Parent_SGO_1682_t01_Dbxref_GI_157149767_GeneID_5597775_Note_identified_by_match_to_protein_family_HMM_PF06115_codon_start_1_locus_tag_SGO_1682_product_hypothetical_protein_protein_id_YP_001450959_1_transl_table_11_translation_length_124,1248,2610,1978,386,922,1271,723,1477,1387
ID_serS_p01_Parent_serS_t01_Dbxref_GI_157151414_GeneID_5599821_eC_number_6_1_1_11_Note_catalyzes_a_two-step_reaction_2C_first_charging_a_serine_molecule_by_linking_its_carboxyl_group_to_the_alpha-phosphate_of_ATP_2C_followed_by_transfer_of_the_aminoacyl-adenylate_to_its_tRNA_codon_start_1_gene_serS_locus_tag_SGO_1683_product_seryl-tRNA_synthetase_protein_id_YP_001450960_1_transl_table_11_translation_length_425,5599,13796,11080,2241,6524,5102,3093,8670,7008
ID_SGO_1684_p01_Parent_SGO_1684_t01_Dbxref_GI_157150850_GeneID_5598133_codon_start_1_locus_tag_SGO_1684_product_acyl-CoA_dehydrogenase_protein_id_YP_001450961_1_transl_table_11_translation_length_354,28530,76791,62271,19513,73185,41332,15860,94286,50947
ID_SGO_1685_p01_Parent_SGO_1685_t01_Dbxref_GI_157150539_GeneID_5598460_Note_identified_by_match_to_protein_family_HMM_PF02627_B_match_to_protein_family_HMM_TIGR00778_codon_start_1_locus_tag_SGO_1685_product_putative_peroxidase_/_antioxidase_protein_id_YP_001450962_1_transl_table_11_translation_length_182,13237,37898,35035,10355,16976,17987,4439,18839,10626
ID_SGO_1686_p01_Parent_SGO_1686_t01_Dbxref_GI_157149831_GeneID_5599035_codon_start_1_locus_tag_SGO_1686_product_hypothetical_protein_protein_id_YP_001450963_1_transl_table_11_translation_length_218,14544,57469,23620,8990,13232,14591,18404,19293,13612
ID_accA_p01_Parent_accA_t01_Dbxref_GI_157151444_GeneID_5598175_eC_number_6_4_1_2_Note_catalyzes_the_carboxylation_of_acetyl-CoA_to_malonyl-CoA_B_forms_a_tetramer_composed_of_two_alpha_(AccA)_and_two_beta_(AccD)_subunits_B_one_of_the_two_catalytic_subunits_that_can_form_the_acetyl_CoA_carboxylase_enzyme_together_with_a_carrier_protein_B_these_proteins_present_a_shorter_N-terminus_codon_start_1_gene_accA_locus_tag_SGO_1687_product_acetyl-CoA_carboxylase_subunit_alpha_protein_id_YP_001450964_1_transl_table_11_translation_length_256,25815,79769,38656,12554,29591,28116,28762,50190,37781
ID_accD_p01_Parent_accD_t01_Dbxref_GI_157150723_GeneID_5598677_eC_number_6_4_1_2_Note_catalyzes_the_carboxylation_of_acetyl-CoA_to_malonyl-CoA_B_forms_a_tetramer_of_AccA2D2_subunits_codon_start_1_gene_accD_locus_tag_SGO_1688_product_acetyl-CoA_carboxylase_subunit_beta_protein_id_YP_001450965_1_transl_table_11_translation_length_287,26120,87923,42431,12958,26727,27118,29056,44435,33229
ID_accC_p01_Parent_accC_t01_Dbxref_GI_157150200_GeneID_5598702_eC_number_6_4_1_2_Note_an_AccC_homodimer_forms_the_biotin_carboxylase_subunit_of_the_acetyl_CoA_carboxylase_2C_an_enzyme_that_catalyzes_the_formation_of_malonyl-CoA_2C_which_in_turn_controls_the_rate_of_fatty_acid_metabolism_codon_start_1_gene_accC_locus_tag_SGO_1689_product_acetyl-CoA_carboxylase_biotin_carboxylase_subunit_protein_id_YP_001450966_1_transl_table_11_translation_length_459,37774,121445,65787,30468,41332,47318,58542,68359,51385
ID_fabZ_p01_Parent_fabZ_t01_Dbxref_GI_157149797_GeneID_5598157_Note_in_Pseudomonas_aeruginosa_this_enzyme_is_a_trimer_of_dimers_B_essential_for_membrane_formation_B_performs_third_step_of_type_II_fatty_acid_biosynthesis_B_catalyzes_dehydration_of_(3R)-hydroxyacyl-ACP_to_trans-2-acyl-ACP_codon_start_1_gene_fabZ_locus_tag_SGO_1690_product_(3R)-hydroxymyristoyl-ACP_dehydratase_protein_id_YP_001450967_1_transl_table_11_translation_length_140,20479,63255,34396,10259,21254,20754,21260,36779,24052
ID_accB_p01_Parent_accB_t01_Dbxref_GI_157151634_GeneID_5599824_Note_composes_the_biotin_carboxyl_carrier_protein_subunit_of_the_acetyl-CoA_carboxylase_complex_2C_the_enzyme_that_catalyzes_the_carboxylation_of_acetyl-CoA_to_malonyl-CoA_2C_which_in_turn_controls_the_rate_of_fatty_acid_metabolism_codon_start_1_gene_accB_locus_tag_SGO_1691_product_acetyl-CoA_carboxylase_biotin_carboxyl_carrier_protein_subunit_protein_id_YP_001450968_1_transl_table_11_translation_length_162,17301,51713,29834,9060,19928,16779,18918,31891,21370
ID_SGO_1692_p01_Parent_SGO_1692_t01_Dbxref_GI_157150710_GeneID_5598775_eC_number_2_3_1_41_Note_FabF_B_beta-ketoacyl-ACP_synthase_II_2C_KASII_B_catalyzes_a_condensation_reaction_in_fatty_acid_biosynthesis__addition_of_an_acyl_acceptor_of_two_carbons_from_malonyl-ACP_B_required_for_the_elongation_of_short-chain_unsaturated_acyl-ACP_codon_start_1_locus_tag_SGO_1692_product_3-oxoacyl-(acyl_carrier_protein)_synthase_II_protein_id_YP_001450969_1_transl_table_11_translation_length_410,29423,88768,52980,12167,35058,27641,25721,53940,34591
ID_fabG_p01_Parent_fabG_t01_Dbxref_GI_157150442_GeneID_5598721_eC_number_1_1_1_100_Note_catalyzes_the_first_of_the_two_reduction_steps_in_the_elongation_cycle_of_fatty_acid_synthesis_codon_start_1_gene_fabG_locus_tag_SGO_1693_product_3-ketoacyl-ACP_reductase_protein_id_YP_001450970_1_transl_table_11_translation_length_244,20684,59292,33255,10176,21406,19400,18370,34126,23438
ID_fabD_p01_Parent_fabD_t01_Dbxref_GI_157150117_GeneID_5599222_eC_number_2_3_1_39_Note_identified_by_match_to_protein_family_HMM_PF00698_B_match_to_protein_family_HMM_TIGR00128_codon_start_1_gene_fabD_locus_tag_SGO_1694_product_malonyl_CoA-acyl_carrier_protein_transacylase_protein_id_YP_001450971_1_transl_table_11_translation_length_306,17086,48863,29265,9853,21123,16644,17316,32361,21155
ID_SGO_1695_p01_Parent_SGO_1695_t01_Dbxref_GI_157149786_GeneID_5599689_eC_number_1_13_12_16_Note_identified_by_match_to_protein_family_HMM_PF03060_B_match_to_protein_family_HMM_TIGR03151_codon_start_1_locus_tag_SGO_1695_product_enoyl-acyl_carrier_protein(ACP)_reductase_protein_id_YP_001450972_1_transl_table_11_translation_length_324,17827,53876,29855,12186,23476,19722,18651,32468,21276
ID_SGO_1696_p01_Parent_SGO_1696_t01_Dbxref_GI_157150419_GeneID_5599620_codon_start_1_locus_tag_SGO_1696_product_hypothetical_protein_protein_id_YP_001450973_1_transl_table_11_translation_length_198,7347,20709,12403,6566,11752,8137,8104,15725,11778
ID_acpP_p01_Parent_acpP_t01_Dbxref_GI_157150646_GeneID_5599257_Note_carries_the_fatty_acid_chain_in_fatty_acid_biosynthesis_codon_start_1_gene_acpP_locus_tag_SGO_1697_product_acyl_carrier_protein_protein_id_YP_001450974_1_transl_table_11_translation_length_74,8908,24814,16095,3558,13355,6277,5994,17600,13950
ID_SGO_1698_p01_Parent_SGO_1698_t01_Dbxref_GI_157151320_GeneID_5598845_eC_number_2_3_1_41_Note_FabH_B_beta-ketoacyl-acyl_carrier_protein_synthase_III_B_catalyzes_the_condensation_of_acetyl-CoA_with_malonyl-ACP_to_initiate_cycles_of_fatty_acid_elongation_B_differs_from_3-oxoacyl-(acyl_carrier_protein)_synthase_I_and_II_in_that_it_utilizes_CoA_thioesters_as_primers_rather_than_acyl-ACPs_codon_start_1_locus_tag_SGO_1698_product_3-oxoacyl-ACP_synthase_protein_id_YP_001450975_1_transl_table_11_translation_length_324,39796,103855,66697,23069,37620,32790,39071,60503,57242
ID_SGO_1699_p01_Parent_SGO_1699_t01_Dbxref_GI_157151202_GeneID_5599217_Note_identified_by_match_to_protein_family_HMM_PF01047_codon_start_1_locus_tag_SGO_1699_product_MarR_family_transcriptional_regulator_protein_id_YP_001450976_1_transl_table_11_translation_length_120,8132,20770,14063,3805,6954,6695,6096,11158,10437
ID_SGO_1700_p01_Parent_SGO_1700_t01_Dbxref_GI_157150472_GeneID_5597771_eC_number_4_2_1_17_Note_Catalyzes_the_reversible_hydration_of_unsaturated_fatty_acyl-CoA_to_beta-hydroxyacyl-CoA_codon_start_1_locus_tag_SGO_1700_product_enoyl-CoA_hydratase_protein_id_YP_001450977_1_transl_table_11_translation_length_263,13922,36716,24521,13660,20687,17534,11575,23670,19735
ID_SGO_1701_p01_Parent_SGO_1701_t01_Dbxref_GI_157150184_GeneID_5599165_eC_number_2_7_2_4_Note_catalyzes_the_formation_of_4-phospho-L-aspartate_from_L-aspartate_and_ATP_B_lysine_and_threonine_sensitive_codon_start_1_locus_tag_SGO_1701_product_aspartate_kinase_protein_id_YP_001450978_1_transl_table_11_translation_length_456,12468,39335,25053,9065,13742,12109,7646,11880,10984
ID_comR1_p01_Parent_comR1_t01_Dbxref_GI_157151646_GeneID_5599838_codon_start_1_gene_comR1_locus_tag_SGO_1707_product_competence_specific_sigma_factor_ComR1_protein_id_YP_001450979_1_transl_table_11_translation_length_160,355,788,391,107,289,764,408,535,472
ID_amiF_p01_Parent_amiF_t01_Dbxref_GI_157150946_GeneID_5599547_Note_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_PF08352_codon_start_1_gene_amiF_locus_tag_SGO_1708_product_oligopeptide_transport_ATP-binding_protein_amiF_protein_id_YP_001450980_1_transl_table_11_translation_length_307,13749,34702,21415,8096,11686,13848,15041,20359,15382
ID_amiE_p01_Parent_amiE_t01_Dbxref_GI_157150178_GeneID_5598287_Note_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_PF08352_B_match_to_protein_family_HMM_TIGR01727_codon_start_1_gene_amiE_locus_tag_SGO_1709_product_oligopeptide_transport_ATP-binding_protein_protein_id_YP_001450981_1_transl_table_11_translation_length_355,20300,52324,33965,9057,18501,19905,18188,31584,24970
ID_amiD_p01_Parent_amiD_t01_Dbxref_GI_157150007_GeneID_5598920_Note_identified_by_match_to_protein_family_HMM_PF00528_codon_start_1_gene_amiD_locus_tag_SGO_1710_product_oligopeptide_transport_system_permease_protein_id_YP_001450982_1_transl_table_11_translation_length_308,10399,25552,18028,2485,8534,8760,6310,15158,11976
ID_hppB_p01_Parent_hppB_t01_Dbxref_GI_157151117_GeneID_5598076_Note_identified_by_match_to_protein_family_HMM_PF00528_codon_start_1_gene_hppB_locus_tag_SGO_1711_product_oligopeptide_transport_system_permease_protein_id_YP_001450983_1_transl_table_11_translation_length_498,15358,44591,30224,7170,12051,14534,10448,16513,11915
