Synonym,Raw.Counts..brpT.Replicate.1,Raw.Counts..brpT.Replicate.2,Raw.Counts..brpT.Replicate.3,Raw.Counts..brpT.Replicate.4,Raw.Counts..brpT.Replicate.5,Raw.Counts.WT_SK36.Replicate.1,Raw.Counts.WT_SK36.Replicate.2,Raw.Counts.WT_SK36.Replicate.3,Raw.Counts.WT_SK36.Replicate.4,Raw.Counts.WT_SK36.Replicate.5
SSA_1154,8789,8443,13837,9433,10731,8774,8958,11096,8530,9470
SSA_1155,16420,16029,27603,19354,22128,18490,21084,26920,21098,22259
SSA_1156,14916,14379,24553,17532,19157,17286,18685,23824,18486,20167
SSA_1157,11762,10251,19843,13446,14949,12921,14126,17374,14241,14719
SSA_1158,4146,3067,5479,4231,5273,2052,2161,2578,1879,2372
SSA_1161,12166,11075,14896,11902,12556,4422,4493,5179,4147,5234
SSA_1162,1318,948,1514,1250,1215,607,497,570,476,612
SSA_1163,20593,18933,26074,19331,19466,9328,7537,8251,6459,11238
SSA_1164,45,35,62,44,48,30,42,45,38,54
SSA_1165,14221,12341,18501,13362,15500,5995,6044,6325,5114,6791
SSA_1166,5503,3943,5881,4566,5097,1599,1677,1824,1322,2014
SSA_1167,18423,17155,25916,18666,20790,14407,12789,14900,11344,16315
SSA_1168,70875,41516,100173,72848,90947,45917,50494,54176,46645,51535
SSA_1169,3004,2318,4448,3263,3431,2585,2736,3231,2404,2808
SSA_1170,46867,20397,59947,44423,60065,11891,13653,12821,13009,14821
SSA_1171,2569,2446,3922,2798,3347,3894,5814,8284,6594,4984
SSA_1172,2154,1835,2987,2201,2518,912,1046,1244,925,1101
SSA_1173,8200,7065,12297,8738,9681,8088,8361,10361,8079,8524
SSA_1174,10983,9997,16165,11578,12609,10833,12114,14556,11263,12602
SSA_1175,5449,4391,7289,5208,5770,4175,4569,5497,4334,5449
SSA_1176,3372,2862,4645,3410,3861,3158,3761,4706,3428,3866
SSA_1178,3500,2818,4386,3544,4524,2309,2705,3390,2404,3430
SSA_1179,8064,7815,12227,8988,9588,8337,8625,10639,8335,9609
SSA_1180,3638,3590,5292,3939,4039,2925,2902,3411,2795,3390
SSA_1181,3317,2703,3968,2966,2859,1161,1105,1269,944,1347
SSA_1182,7386,6749,9687,7202,7790,4460,4195,4729,3805,5114
SSA_1183,4479,3721,6404,4660,5313,4091,4162,4543,3582,3989
SSA_1184,15176,14305,19890,14589,15877,8467,7637,8685,6729,8304
SSA_1185,10,17,13,14,15,9,13,14,13,13
SSA_1186,3308,2861,4703,3376,4016,2802,2904,2872,2274,2988
SSA_1187,3762,3088,5416,3955,4429,3424,3166,3394,2629,3923
SSA_1188,3465,3210,4798,3495,3944,3180,2846,3207,2434,3603
SSA_1189,3153,2612,4290,3144,3308,2170,2026,2240,1838,2767
SSA_1190,26592,15864,26124,19587,23532,5905,6645,5777,5064,8076
SSA_1191,12,5,12,13,16,0,7,8,5,2
SSA_1192,11411,5977,15106,10793,13447,6257,7361,8146,6363,6801
SSA_1193,4044,3603,5893,4304,4587,2663,2512,2845,2323,2735
SSA_1194,14467,11751,17992,12990,13525,3283,2923,2873,2104,4450
SSA_1196,2543,1938,3971,2857,3162,2357,2436,3134,2443,2613
SSA_1197,2114,1809,3053,2275,2668,1877,1882,2576,1801,2004
SSA_1198,1728,1412,2875,1986,2192,1339,1416,1626,1350,1632
SSA_1199,2328,1989,3009,2160,2623,1200,1266,1474,959,1197
SSA_1200,1773,1751,2313,1841,1895,1012,980,1099,830,1132
SSA_1201,2043,1773,2429,2021,2160,1005,985,1133,914,1537
SSA_1202,2074,1734,2618,2074,2251,1449,1290,1598,1232,1919
SSA_1203,2207,1918,2878,2341,2358,1619,1380,1470,1222,2000
SSA_1204,43003,41837,62464,46102,48921,44579,45476,56976,43457,54815
SSA_1205,7424,5568,9862,8084,8129,4049,4195,4789,3558,4428
SSA_1206,4833,3832,5706,4414,5197,2753,3307,3707,2943,3719
SSA_1207,24446,22926,37981,27438,31656,31560,32498,39240,30187,35869
SSA_1208,11491,10272,16885,12143,13753,12183,11290,12967,10050,15106
SSA_1209,9931,8412,13958,9829,11503,8988,8363,9599,7339,12209
SSA_1210,9186,6918,12177,8743,10025,6058,5581,6240,4702,7872
SSA_1211,4284,3582,6053,4544,5351,3026,3144,3854,2688,3168
SSA_1212,21968,17891,29025,22020,23163,12908,12327,14284,11209,17322
SSA_1213,22772,18898,31706,23610,24545,15946,13678,15820,12285,19721
SSA_1214,7384,5315,10320,8018,7836,4822,3898,4393,3653,5469
SSA_1215,1918,1857,2922,2145,2358,1872,1791,2109,1706,2164
SSA_1216,9552,7703,15349,11226,11930,14929,18296,23805,18505,18066
SSA_1217,14513,13824,22010,16036,17928,23320,26459,34346,26897,27002
SSA_1218,106,84,141,136,133,85,90,107,94,96
SSA_1219,24894,19364,36196,26248,29499,27002,26607,31160,23895,29083
SSA_1220,48007,41618,64605,48448,51781,39757,37831,42668,33643,50178
SSA_1221,142546,138983,196350,152181,156207,144785,146113,191362,143903,167699
SSA_1222,1380,1045,1661,1260,1402,498,606,591,529,659
SSA_2470,51,27,65,40,47,15,7,11,11,20
SSA_1223,117645,92179,143688,118464,115623,15828,12131,13328,10547,28687
SSA_2469,4091,3949,4950,3742,4510,1355,1269,1305,949,1028
SSA_2468,2709,1558,3023,2275,2290,369,311,245,252,333
SSA_1224,85706,37614,88261,66178,85814,17684,19400,16337,13936,17125
SSA_1225,20019,17498,24925,17994,18897,9873,8761,9652,7790,11489
SSA_1226,33731,36955,54006,39076,43233,51294,54544,68688,52377,57334
SSA_1227,9612,10857,15924,11418,13328,15950,17888,22773,17893,18023
SSA_1229,1255,1419,2031,1507,1704,2159,2265,3032,2224,2185
SSA_1230,7499,7388,12712,9107,10451,11112,12884,15806,12523,12344
predicted RNA,1263,975,1755,1299,1569,1418,1900,2429,1647,1610
SSA_1231,15396,7622,23514,16965,20439,12940,13510,15146,13804,15224
SSA_1232,19604,21381,27653,19972,22825,19754,19397,23896,18344,19847
SSA_1233,2739,2534,2973,2336,2662,1416,1478,1741,1308,1524
SSA_1234,47593,50194,74818,54823,62964,50516,53238,67278,51876,61210
SSA_1235,16428,17821,25513,18856,21293,21206,24765,31346,25023,26006
SSA_1236,4758,4745,7185,5400,6285,6204,7146,9247,7040,7724
SSA_1237,5951,5191,8915,6493,7440,7486,8620,10791,8633,9375
SSA_1238,5916,5418,9034,6458,7201,7638,8079,10148,7918,8802
SSA_1239,7640,6636,10068,7405,8228,6576,6796,7763,6188,8503
SSA_1240,1829,1679,2209,1536,1700,1234,1257,1506,1143,1234
SSA_1241,1295,1243,1634,1135,1191,594,608,630,496,592
SSA_1242,3909,3671,4539,3479,4470,2438,3029,3127,2808,2459
SSA_1243,1198,1153,1622,1158,1401,669,799,906,709,759
SSA_1244,653,432,1072,685,956,453,612,749,561,606
SSA_1245,6483,5677,7543,6073,6252,4511,4360,4867,3732,5561
SSA_1246,34318,20030,50340,33840,42074,18505,24925,30604,25499,26071
SSA_1247,15264,10852,23623,15460,20702,9808,13008,16909,13116,13882
SSA_1248,9415,6836,15516,10179,12991,6331,9029,11621,9356,9966
SSA_1249,8076,5846,13030,8461,11197,6017,8157,10501,8227,8748
SSA_1250,6474,4785,9852,6527,8546,4247,5965,7610,6052,6315
SSA_1251,8512,7789,16041,10415,13525,12689,17209,21807,16729,18571
SSA_1252,3362,3061,4822,3351,4346,5232,5993,7061,5210,7169
predicted RNA,2886,1667,2997,2288,2920,743,882,648,649,682
predicted RNA,1779,2175,1620,1262,1399,1021,1257,1399,937,893
SSA_1253,55,32,90,54,66,23,32,22,22,50
SSA_1254,42,26,67,30,53,23,41,31,24,55
SSA_1255,164,108,241,151,205,101,122,135,109,180
SSA_1256,4047,4073,6090,4360,5143,3515,3374,3621,2787,4064
SSA_1257,10422,10240,15270,10774,12848,8386,10883,12785,10300,10810
SSA_1258,14067,12891,22629,16615,18406,16425,18350,23348,18476,19814
SSA_1259,15139,15616,25201,17631,20550,17856,20542,25837,19904,22163
SSA_1260,17329,16794,27289,19591,23696,19297,22410,27742,20667,24676
SSA_1261,6857,6856,10627,7083,9051,6333,6816,7876,5820,8447
SSA_1262,8361,8076,10890,8307,9480,7832,7699,9206,6889,8675
SSA_1264,911,571,973,739,724,253,255,304,182,330
SSA_2467,567,564,725,559,407,23,24,17,11,36
SSA_1265,50547,51083,59613,44241,44267,13510,11439,11626,9050,13621
SSA_1266,874,673,1088,878,999,408,402,485,394,521
SSA_1267,1175,908,1421,1155,1258,429,471,539,426,550
SSA_1268,869,568,1038,750,860,207,275,298,219,324
SSA_1269,2156,1582,2495,1741,2300,2672,2943,3589,2717,4280
SSA_1270,9862,8827,12025,8795,11219,3876,4214,4418,3500,4928
SSA_1271,11969,10435,17040,13274,14221,9380,8898,11436,8567,10057
SSA_1272,78273,63741,86507,67355,71819,17935,19280,20832,16470,21093
SSA_1274,322229,289960,493867,370378,402670,1301,1998,2218,2037,1812
predicted RNA,7286,3494,9904,8597,8346,20,36,42,39,37
SSA_1275,12735,6546,18932,14676,16934,42,70,81,67,58
SSA_1276,5595,4647,7795,5608,7005,2935,4058,4554,4055,3975
SSA_1277,4557,3512,5807,4215,4823,2326,2571,3065,2512,3092
SSA_1278,3699,2851,5937,4026,4807,4216,4618,5792,4363,4889
SSA_1279,9247,9284,14842,10617,12343,12152,13076,16057,12437,14014
SSA_1280,4452,3958,7490,5291,6172,5624,6253,7620,5809,6912
SSA_1281,4333,3685,7063,4948,5844,5140,5244,6562,5026,6046
SSA_1282,47426,44955,74386,52935,60160,51175,50822,63232,47578,60502
SSA_1283,17512,14775,26536,19366,21093,14675,15148,18415,13939,18132
SSA_1284,6834,3515,10228,7428,9021,4221,4596,5591,4415,5161
SSA_1285,44354,16714,55372,41362,52306,13070,17105,16045,16124,17274
SSA_1286,23815,9926,32574,23505,29904,6969,9250,8801,8772,9212
SSA_1287,19717,9344,25977,18339,23511,6091,7570,7445,7061,7683
SSA_1288,4728,2316,5861,4244,5775,1351,1833,1785,1651,1751
predicted RNA,887,314,1186,904,1068,191,302,264,355,347
SSA_1289,91752,41277,113434,86005,109334,25603,36778,33779,32734,33582
predicted RNA,3091,1510,3800,2804,3730,796,1236,1294,1194,1196
SSA_1291,38365,33561,57004,40547,52605,27722,33287,41384,32962,37561
SSA_1292,5439,5218,8578,6418,7637,5047,5768,7290,5807,6809
SSA_1293,7270,5397,11596,8439,9696,6376,7488,8749,7444,9239
SSA_1294,3928,2934,6381,4499,5096,3245,3826,4922,3972,4790
SSA_1296,5022,3213,7554,5357,6176,3812,4657,5571,4471,5362
SSA_1297,6671,6230,9494,6770,8089,7249,8046,9648,7454,9097
SSA_1298,40648,38979,62208,44232,48532,65384,79522,105309,81901,84740
SSA_1299,12414,13631,21423,15672,17586,27816,35117,47651,37117,34198
SSA_1300,10200,9481,15322,11351,12368,16875,21822,29795,23565,23162
SSA_1301,59646,54533,77608,56049,60210,55306,51359,57862,44200,62418
SSA_1302,13160,11716,17358,12796,13332,8737,7127,7529,5990,9943
SSA_1303,9661,6998,12595,9180,9987,7496,7475,8264,6360,8473
SSA_1304,4814,4052,6880,4952,5302,5132,4785,5340,4214,5803
SSA_1305,9236,6906,12239,9048,9705,7287,7849,8340,6699,9263
SSA_1306,4137,3787,5825,4372,4862,3813,3895,4508,3494,3992
SSA_1307,6802,5888,9517,7123,7736,6207,6246,6896,5164,6455
SSA_1308,2730,2267,3880,2833,3077,1824,1766,2035,1633,2061
SSA_1309,39132,26880,43229,34619,37084,7991,7413,7320,6300,9764
SSA_1310,24493,18841,26148,21265,22342,3597,3669,4152,3042,4566
SSA_1311,3869,3330,5248,3910,4183,2441,2300,2624,2084,2568
SSA_1312,5432,3706,7853,5707,6898,4265,4997,6192,4914,5160
SSA_1313,2713,2572,4403,3147,3696,2615,2871,3930,3002,3006
SSA_1314,2261,1927,3119,2227,2718,1363,1521,1819,1379,1417
SSA_1315,5537,4216,7006,5200,5892,1666,1910,2120,1694,2277
SSA_1316,2461,1567,2619,2056,2219,775,876,1003,777,979
SSA_1317,2517,1395,3527,2599,2904,1469,1546,1674,1349,1672
SSA_1318,13654,13436,19027,14472,15860,10669,10379,12496,9680,11555
SSA_1319,4913,4213,5913,4626,4791,2090,1824,1989,1527,2496
SSA_1320,857,685,1066,742,891,867,830,893,739,1040
SSA_1321,2670,1657,2555,1998,2272,1791,1778,2023,1522,3153
SSA_1322,7460,6893,11226,7912,9014,10892,10775,11956,9691,11174
SSA_1323,3865,3757,5765,4134,4684,5893,6002,6764,5396,6667
SSA_1324,5230,4524,7680,5770,6282,7030,7380,8482,6833,8865
SSA_1325,2690,2389,3565,2610,2890,2057,2073,2375,1808,2553
SSA_1326,16159,16988,22473,16620,17835,12869,11696,13317,10305,13565
SSA_1327,50402,31804,73589,49441,68641,26566,35433,37922,34936,33707
SSA_1328,13791,7071,19730,14087,17877,8306,10733,11594,9850,11350
SSA_1329,9024,7091,13284,9480,11491,7828,8975,11002,8606,10231
SSA_1330,5221,3017,6986,5162,5994,3241,3903,4637,3866,4364
SSA_1331,9694,6191,14550,10262,12417,6239,7275,8537,7189,7973
SSA_1332,6021,3303,8679,6157,7560,3924,4571,5149,4019,4741
SSA_1333,10994,5969,16290,11463,14297,6970,8233,9516,7867,8897
SSA_1334,5798,3167,8429,6010,7260,3419,3945,4592,3765,4233
SSA_1335,7262,4647,10403,7241,9058,4217,4921,5820,4810,5424
SSA_1336,7815,4485,10602,7658,9636,4006,5224,5780,4548,4877
SSA_1337,4263,2412,5433,4048,4937,1890,2110,2184,1830,2267
SSA_1338,4200,2096,4456,3422,4062,1463,1809,1830,1453,1680
SSA_1339,2399,2420,3559,2589,2822,1276,1513,1616,1335,1451
SSA_1340,301,270,382,270,321,79,80,105,87,104
SSA_1341,3056,3305,4521,3452,4211,3235,3821,4536,3719,3636
SSA_1342,987,1071,1519,1112,1428,956,1210,1392,1122,1147
SSA_1343,1834,1831,2629,1889,2270,2067,2260,2656,2129,2181
SSA_1344,2420,2484,3347,2439,2876,2478,2892,3265,2574,2706
SSA_1345,695,700,925,700,794,521,626,673,528,601
SSA_1346,5627,4517,7394,5539,5629,3128,2731,3124,2490,3692
SSA_1347,4225,3202,5255,3895,4167,1918,2019,2291,1780,2499
SSA_1348,48,54,82,54,57,76,78,110,88,93
SSA_1349,1989,1769,2590,1942,2096,1547,1452,1761,1461,1867
SSA_1350,1742,1559,2724,2088,2415,2572,2683,3187,2379,2820
SSA_1352,2021,1204,3196,2308,2524,2474,2793,3172,2765,3167
SSA_1353,2804,2499,4444,3076,3802,3931,4226,5037,3846,4298
SSA_1354,2312,1748,3600,2531,2949,2912,2947,3488,2782,3232
SSA_1355,4452,2627,6473,4757,5262,4341,4134,4752,3858,5200
SSA_1356,7230,7073,9822,7349,8625,6612,6365,7238,5762,7404
SSA_1357,9007,7375,12025,9109,9859,3612,3560,4121,3359,4192
SSA_1358,1210,1215,1722,1270,1379,1114,1248,1504,1161,1293
SSA_1359,42279,40844,56306,44235,45879,25529,22504,25906,20616,25545
SSA_1360,21876,23810,33064,25257,28558,22110,22614,26385,21330,22760
SSA_1361,1958,1734,2800,1921,2524,2077,2374,2821,2088,2309
SSA_1362,2777,2249,4091,2882,3276,2530,2760,3358,2631,2971
SSA_1363,884,787,1293,975,1114,813,906,1149,940,1076
SSA_1364,437,415,677,554,605,431,463,594,487,514
SSA_1365,478,483,739,528,662,456,532,636,569,604
SSA_1366,684,725,1001,769,966,636,741,903,751,782
SSA_1367,90,112,178,113,130,148,204,221,199,194
SSA_1368,138,114,196,149,188,100,172,195,149,167
SSA_1369,670,691,1070,806,1042,640,765,910,755,895
SSA_1370,353,345,527,405,496,340,328,426,363,423
SSA_1371,669,661,976,742,881,436,548,654,520,661
SSA_1372,84,58,73,66,92,15,20,20,19,21
predicted RNA,2448,1439,2181,1593,1776,375,313,217,258,555
SSA_1373,772,794,946,695,821,656,669,815,653,742
SSA_1374,6180,6223,9262,6755,7745,7784,8279,9920,7790,8812
SSA_1375,5455,5397,7489,5757,6372,4749,5550,6677,5283,5953
SSA_1376,8100,6526,11443,8563,9050,7367,7318,7884,6174,7639
SSA_1377,20291,18541,27661,20174,21369,13725,11935,13333,10742,15832
SSA_1378,5022,3759,6056,4496,4736,1896,1762,2091,1429,2520
SSA_1379,4217,3142,5407,3814,4657,5986,6347,6960,5499,7977
SSA_1380,5042,3371,6719,4686,5751,6085,6744,7599,5784,9422
SSA_1381,3607,2135,4374,3477,4081,2724,3065,3487,2399,4538
SSA_1382,119,74,142,107,127,99,101,115,92,118
SSA_1383,22721,20282,30308,21961,24212,15103,14839,16351,13338,19260
SSA_1384,7422,5127,8302,6289,6755,2675,2631,2739,2036,3919
SSA_1385,3335,2679,3621,2973,4021,1318,1630,2004,1358,1717
SSA_1386,13560,12861,19452,14506,15501,14943,16721,20615,15047,17415
SSA_1387,7670,3595,10148,7360,9092,4616,5578,6312,5521,5630
SSA_1388,5571,3007,9040,6454,7531,4837,5650,6588,5409,5892
SSA_1389,3870,1991,6591,4433,5595,3481,3767,4395,3914,4333
SSA_1390,4378,2849,7121,4659,6170,3644,4565,5500,4300,4766
SSA_1391,4863,3080,7575,5062,6639,3896,4706,5445,4249,5031
SSA_1392,12674,8377,19500,13318,17441,9933,11784,13351,10833,12966
SSA_1393,2205,1530,3114,2251,2873,1826,1962,2165,1762,2284
SSA_1394,1381,1000,2066,1461,1799,1064,1273,1469,1183,1433
SSA_1395,2368,2170,3502,2554,2865,2087,2030,2338,1904,2512
SSA_1396,1308,1084,1673,1315,1355,730,684,790,576,901
SSA_1397,22168,18250,26047,24528,34481,10532,9882,10514,8125,10085
SSA_1398,19209,21347,26688,26255,31765,17239,16671,19720,15201,17451
SSA_1399,5257,3443,6876,4806,4587,2638,2374,2672,2225,3317
SSA_1400,8064,5741,9871,6942,6653,3231,3015,3253,2677,4236
SSA_1401,1300,1137,1706,1152,1117,901,840,916,814,991
SSA_1402,4643,4573,6954,5034,5640,5029,5078,6057,4942,5313
SSA_1403,3446,3144,4586,3368,3991,2568,2714,3252,2510,2934
SSA_1404,2365,2091,3347,2499,2819,2443,2995,3503,2751,3082
SSA_1405,1376,1390,2052,1499,1773,1439,1633,2159,1598,1788
SSA_1406,1129,886,1555,1110,1229,735,846,979,766,873
SSA_1408,5073,4006,6251,4894,4921,1986,2083,2383,1904,2329
SSA_1409,34639,35043,52661,38728,42581,38622,38178,45526,35212,40639
SSA_1410,20176,19416,30019,22326,23220,19920,18896,22753,16900,21861
SSA_1411,24998,23222,34675,25946,27045,18946,18083,21196,15950,22976
SSA_1412,295,354,438,315,375,419,536,637,486,520
SSA_1413,11343,11663,16426,11668,15033,13641,17838,21255,17232,16369
SSA_1414,2672,2420,4210,2971,3759,3804,4447,5705,4124,4783
SSA_1415,6021,6508,9492,6544,8050,8247,9115,11610,8749,9575
SSA_1416,4300,3771,5794,4157,5084,3938,4238,5334,3998,5316
SSA_1417,3688,3343,4461,3363,3881,2275,2334,2981,2229,2826
SSA_1418,18577,18096,27683,20092,22959,20327,23569,27691,21922,22931
SSA_1419,14434,13431,20707,16135,17275,15873,15382,19003,14477,17982
SSA_1420,19255,15015,26998,20559,21837,17096,16539,19752,15736,20703
SSA_1421,12969,11025,17140,13026,13658,7759,7471,8635,7211,9560
SSA_1422,1498,1226,2361,1691,1859,1600,1769,2219,1731,1953
SSA_1423,13134,11763,17901,13454,14997,12419,13224,15919,12415,14374
SSA_1424,3707,3402,5703,4292,4494,5557,5550,6793,5309,6297
SSA_1428,4925,4732,7980,5763,6097,8113,8826,10847,8382,9320
SSA_1429,5260,5396,8157,5834,6653,8340,9454,11456,8842,9434
SSA_1430,6095,6210,9738,6848,7885,9712,10794,13176,10385,11018
SSA_1431,3710,3615,5759,4224,4542,5876,6329,7486,5837,6710
SSA_1432,7687,7637,11051,7886,9280,10255,10939,13115,10109,12244
SSA_1433,3736,3553,5036,3667,4159,4161,4432,5420,4179,4863
SSA_1434,87113,70273,100912,70732,94324,40440,57354,54261,46740,46376
predicted RNA,1222,964,1837,1347,1537,1641,1826,2155,2086,2168
SSA_1435,1686,1324,2111,1673,1861,812,879,961,773,901
SSA_1436,3900,2734,5089,3568,4157,2691,3101,3553,2876,3420
SSA_1438,1300,1220,1871,1240,1476,1294,1493,1814,1413,1596
SSA_1439,2185,2215,3050,2130,2348,2162,2206,2789,2176,2540
SSA_1440,849,916,1211,867,977,833,925,1215,840,945
SSA_1441,526,603,744,523,663,714,806,1084,725,796
SSA_1442,1148,1434,1763,1218,1555,1558,1992,2567,1889,1737
SSA_1443,1065,1307,1546,1114,1387,1449,1756,2266,1744,1658
SSA_1444,811,940,1207,851,1078,1017,1225,1746,1268,1216
SSA_1445,825,1021,1286,898,1110,1109,1330,1753,1304,1277
SSA_1446,1431,1804,2213,1513,1826,1703,2211,2864,2188,2096
SSA_1447,552,598,788,592,673,611,794,1005,749,701
SSA_1448,698,788,998,754,897,715,893,1119,811,845
SSA_1449,724,753,966,718,865,672,805,1034,764,770
SSA_1450,3188,2823,5659,3748,4480,4920,5938,7250,5888,6652
SSA_1451,29754,30972,48763,34219,40575,49260,58289,73747,56839,61257
SSA_1452,17736,18232,27729,19168,22861,25760,28912,35030,27041,31108
SSA_1453,7653,6338,11490,7677,10299,6424,6881,8942,6980,7960
SSA_1454,17341,14341,26849,18675,23376,15389,17010,21387,16523,18862
SSA_1455,11723,8918,18438,12976,16134,9859,11656,14036,11130,12571
SSA_2383,16118,8303,22990,15927,20766,9804,9701,10447,9607,11458
SSA_1456,7147,4983,10011,6676,9064,3680,5258,5626,4748,5135
SSA_1457,5216,4307,7802,5438,6812,5077,5132,5940,4582,6586
SSA_1458,15731,9589,21540,15124,19822,9119,10699,11687,9808,11296
SSA_2384,3906,2867,5528,3686,4878,2955,3377,3676,2821,3597
SSA_1459,3840,3845,5407,3813,4489,3363,3426,4069,3230,4099
SSA_1460,23957,23725,34419,25036,27965,25235,25147,30913,24194,27124
SSA_1462,9341,9203,13602,10262,11161,10905,11454,13586,10590,12149
SSA_1463,6205,6598,9069,6691,7548,6991,8223,9875,7458,8049
SSA_1464,11713,11717,16351,11703,13471,10265,10690,12622,9708,11966
SSA_1465,19732,19403,27240,18865,21982,15467,16714,19629,15099,16412
SSA_1466,22560,23695,36009,25604,30231,28643,31383,39485,31471,32147
SSA_1467,21237,22455,34010,24008,27817,26873,29345,37379,29175,30714
SSA_1468,15363,16173,23614,16778,19409,17446,18807,22337,17242,19131
SSA_1469,11278,8696,15014,11086,12008,6915,6669,7814,6213,8573
SSA_1470,13606,9793,16955,12945,13686,7438,7114,8207,6607,9851
SSA_1471,22279,16188,25439,19749,20891,7653,7568,8030,6582,10753
SSA_1472,427,267,586,421,535,978,1267,1575,1252,1296
SSA_1473,400,270,526,383,481,894,1292,1446,1161,1196
SSA_1474,593,417,882,574,764,1570,2139,2565,1920,2181
SSA_1475,85,33,103,65,88,20,26,32,23,29
SSA_1476,40212,38266,53447,41472,44694,36902,36754,44261,34476,40102
SSA_1477,88,61,117,88,84,64,73,101,77,79
SSA_1478,64,54,95,68,72,54,61,82,50,67
SSA_1479,245,205,278,223,248,207,231,302,246,277
SSA_1480,1087,819,1138,873,905,634,683,876,702,726
SSA_1481,2309,1434,2079,1544,1616,962,1123,1387,1047,1076
SSA_1482,34624,30670,50309,35965,41457,54916,66166,83205,64676,70851
SSA_1483,9456,7683,14351,10173,11858,15838,19442,25252,19718,21372
SSA_1484,26704,24461,35955,26510,32451,36815,47086,58876,44958,45398
SSA_1485,7841,5345,8198,6514,6782,1906,2328,2739,2210,2641
SSA_1486,4567,3325,5392,4343,5077,1746,2032,2026,1864,2053
SSA_1487,737,713,969,637,854,516,549,585,487,686
SSA_1488,189,151,259,165,202,110,90,107,66,100
SSA_1489,16562,9667,20334,14823,19264,5136,5980,5844,4927,5756
SSA_1490,2014,1790,3038,2330,2473,1586,1411,1625,1302,1727
SSA_1491,7646,7580,10499,7880,8485,4212,4176,4610,3658,4104
SSA_1492,7203,6734,9600,7104,7654,3733,3461,3956,3155,3756
SSA_1493,2964,2487,3701,2676,2855,1043,1024,1145,920,1147
SSA_1494,9560,8496,11146,8466,9058,2431,2772,3100,2323,3114
SSA_1495,16808,15985,23634,17265,19232,11968,12319,14179,11355,13839
SSA_1496,8073,4971,10142,7583,8682,5287,6519,6912,5877,6960
SSA_1497,3332,2600,4309,3101,3158,1658,1599,1876,1444,2007
SSA_1498,32127,31337,42957,31911,34255,16363,14915,16339,13106,16727
SSA_1499,11403,10610,14446,11732,11902,4652,4465,5153,3642,4876
predicted RNA,1315,1003,1633,1345,1360,308,276,299,264,385
SSA_1500,26100,20430,31905,25776,25202,4816,4363,4707,3775,6171
SSA_1501,13356,11485,18039,13145,14751,11681,12185,13899,10845,14018
SSA_1502,9020,7068,12010,8632,9840,6645,7638,8778,7177,9378
SSA_1503,578,744,726,582,670,456,669,942,556,579
SSA_1504,12104,8731,15490,11240,12572,7567,8780,9829,8073,10815
SSA_1505,28523,23278,42787,31671,33346,33448,34583,39176,31551,37735
SSA_1506,19720,18271,29186,21001,22906,20057,21599,24045,20377,22696
SSA_1507,15776,14187,23109,16560,17691,15232,14437,15637,13016,16091
SSA_1508,7548,6069,10252,7451,8152,6144,5676,6054,5113,6943
SSA_1509,12481,10942,16371,11748,13031,8216,7639,8243,6809,9276
SSA_1510,15861,13674,18830,14522,15594,6895,6484,7352,5686,8435
SSA_1511,19191,17375,30768,21957,25095,25166,30123,37207,28784,29207
SSA_1512,13985,12428,22748,16224,18024,19082,21386,25964,20137,22440
SSA_1513,29907,27918,49572,34432,40249,36202,42241,50700,39824,44996
SSA_1514,8241,7474,12749,9012,10772,8203,9036,10362,8336,9447
SSA_1515,3854,2556,6118,4350,5198,4195,5417,4551,3817,4683
SSA_1516,7950,5536,12430,8641,10059,6725,7238,8221,6895,7934
SSA_1517,10054,4565,14114,10129,11973,5581,6189,6723,5412,7068
SSA_1518,7430,3808,10058,7264,8475,3429,3719,3629,3335,4461
SSA_1519,14227,5219,16414,13114,13848,3074,3455,3087,2930,4129
SSA_1520,491210,522429,730830,535255,562114,426440,423645,504744,396733,486314
SSA_1521,59889,57714,89094,67187,70382,92226,91205,105631,82847,101674
SSA_1522,16811,11774,19969,15287,15470,10078,9592,10157,8027,13987
SSA_1523,2032,1689,2799,2106,2527,1375,1488,1733,1416,1660
SSA_1525,28426,20319,31862,25375,28999,10400,10780,12195,9686,13312
SSA_1526,3575,2425,3946,3259,3583,1326,1345,1424,1123,1976
SSA_1527,2346,2050,2960,2348,2455,1155,1180,1297,1027,1530
SSA_1528,3362,3019,4545,3303,3702,1566,1470,1701,1377,1888
SSA_1529,35412,30011,45362,34252,38460,15281,15028,17729,13451,17989
SSA_1530,10178,9745,15572,10984,12047,16932,17608,20294,16040,18618
SSA_1531,5356,5045,8059,5625,6186,8343,8486,10029,7915,9295
SSA_1532,7059,6478,9640,6929,7587,8176,8675,10416,8006,9770
SSA_1533,13372,12706,18495,13494,14923,14439,13182,14682,11249,14980
SSA_1535,445,430,646,516,568,424,444,588,442,476
predicted RNA,3065,2769,3306,2273,2957,1002,1413,1295,892,953
SSA_1536,876,755,981,836,914,491,560,651,563,649
SSA_1537,19914,14180,25502,18630,22574,9115,11683,12089,9490,10456
SSA_1538,19384,15712,27434,19644,23524,12067,14104,17506,14356,13102
SSA_1540,4246,3695,5477,4149,4336,2342,2107,2402,1675,2801
SSA_1541,18995,18247,24720,18231,19324,10917,9931,10499,8483,13121
SSA_1542,11239,8099,11796,8788,9706,3766,4299,4437,3484,5055
SSA_1543,76613,54403,97438,74266,91383,44730,50355,58247,52254,56321
