Synonym,Raw.Counts.Untreated_SK36.strain.Replicate.1,Raw.Counts.Untreated_SK36.strain.Replicate.2,Raw.Counts.Untreated_SK36.strain.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.3
SSA_1105,27187,18848,17208,15020,16185,16000,9172,8936,11664,5058,5171,4774
SSA_1106,7846,7196,7007,6864,7173,8789,7591,8702,11874,4210,3269,4033
SSA_1107,1571,1194,1427,2146,1761,2568,1601,1598,2179,1060,764,941
SSA_1109,2147,1738,1887,3138,2561,3478,2169,2096,2889,1359,1144,1348
SSA_1110,1110,802,760,1391,1350,1576,1081,1147,1551,718,694,666
SSA_1111,801,546,486,592,633,625,583,626,848,459,490,415
SSA_1112,78,63,64,112,144,169,164,241,385,274,278,290
SSA_1113,103,72,97,148,157,180,266,367,350,232,183,164
SSA_1114,190,168,151,233,241,299,412,480,505,314,259,286
SSA_1115,58,48,33,28,40,38,41,31,41,20,17,28
SSA_1116,37,27,30,22,25,35,29,23,53,21,21,22
SSA_1117,33,30,31,26,25,42,33,41,52,20,26,34
SSA_1118,72,70,88,109,78,117,115,166,168,100,78,107
SSA_1119,256,186,174,257,260,335,272,312,408,199,203,175
SSA_1120,691,546,595,798,748,903,819,880,1142,543,556,592
SSA_1121,411,317,327,377,354,419,392,475,619,292,297,297
SSA_1122,465,385,444,472,471,527,491,618,786,404,418,371
SSA_1124,4695,3862,4083,5069,6612,7254,8091,9393,13930,3478,3202,3236
SSA_1125,1584,1351,1425,1756,2468,2607,2993,3248,4786,1196,1073,1040
SSA_1126,3503,2280,2260,2604,3938,4090,4302,4671,6673,1608,1355,1538
SSA_1127,2512,1843,1763,2483,5324,4821,11430,15760,18298,4245,3449,3343
SSA_1128,538,403,441,578,555,720,610,621,861,409,305,362
SSA_1129,739,638,636,1059,941,1232,956,1109,1461,734,596,642
SSA_1130,377,356,417,756,627,985,861,1001,1155,644,471,635
SSA_1131,608,516,562,1147,979,1439,1282,1450,1815,936,778,920
SSA_1132,495,408,458,603,611,838,730,708,1030,578,448,498
SSA_1133,1098,840,739,996,1150,1174,951,1084,1469,661,594,620
SSA_1134,135,133,135,211,212,236,174,218,285,150,128,137
SSA_1135,687,471,509,852,911,979,778,819,1174,556,576,525
SSA_1136,257,184,208,436,665,796,1141,1219,1326,448,328,435
SSA_1137,36,26,24,86,100,162,444,461,486,167,110,159
SSA_1138,28,24,21,83,115,156,426,556,547,188,116,173
SSA_1139,43,24,30,115,124,155,451,553,683,188,143,197
SSA_1140,49,52,48,184,211,296,549,778,1050,338,223,300
SSA_1143,77,56,57,105,80,100,89,90,108,66,54,66
SSA_1144,124,93,110,141,131,171,120,128,180,92,69,93
SSA_1145,10,8,10,15,21,26,16,17,21,15,8,9
SSA_1146,9,10,7,16,15,32,25,26,40,9,14,13
SSA_1147,13,6,4,17,32,26,28,28,31,11,12,14
SSA_1148,71,51,40,104,105,151,124,166,220,76,78,78
SSA_1149,84,60,73,145,153,179,177,196,288,105,107,103
SSA_1150,793,661,547,709,783,918,717,844,1137,447,378,435
SSA_1151,819,631,666,742,652,831,561,584,867,370,323,373
SSA_1152,2295,2183,2408,2888,2269,3210,2298,2462,3288,1390,1111,1324
SSA_1153,2064,2003,2143,2539,1977,2851,2116,2271,3130,1335,1028,1190
SSA_1154,1307,1293,1400,1589,1147,1746,1326,1349,1868,809,608,764
SSA_1155,2692,2611,2929,3477,2547,3685,2899,3013,4057,1754,1433,1580
SSA_1156,2338,2178,2586,3132,2480,3328,2481,2730,3660,1527,1253,1504
SSA_1157,1770,1657,1842,2317,1803,2387,1814,1935,2655,1098,939,999
SSA_1158,450,374,388,571,593,633,522,633,891,403,392,350
SSA_1161,2078,1476,1583,1451,1530,1517,1309,1659,2185,1002,1071,1012
SSA_1162,394,293,299,422,412,464,305,273,425,187,204,184
SSA_1163,6779,5028,5227,6008,5673,6454,4606,5202,6997,3017,3002,2803
SSA_1164,3,4,1,5,3,3,5,3,10,2,2,1
SSA_1165,1270,938,803,1013,1229,1305,1071,1265,1666,755,758,703
SSA_1166,736,527,597,555,527,592,510,570,796,307,236,289
SSA_1167,3234,2869,2858,3323,2880,3628,2859,3116,4316,2050,1675,1871
SSA_1168,2376,1931,1851,2783,3596,3497,3058,2883,4542,2227,2212,2066
SSA_1169,424,391,377,542,512,573,437,438,657,318,294,295
SSA_1170,315,185,157,371,823,586,495,384,645,320,281,309
SSA_1171,381,292,324,553,587,690,345,380,500,264,262,234
SSA_1172,113,78,72,115,148,162,127,173,227,92,123,109
SSA_1173,779,759,813,1125,1162,1459,1704,1908,2610,1283,1016,1114
SSA_1174,1474,1453,1492,1967,1873,2654,3188,3647,4388,2310,1678,1958
SSA_1175,644,630,695,895,893,1313,1495,1845,2111,1054,753,928
SSA_1176,363,410,445,654,611,822,960,1543,1391,771,494,632
SSA_1178,385,415,427,556,597,752,1181,1697,1603,636,453,598
SSA_1179,2008,1693,1785,2092,1856,2269,1684,1840,2759,1139,1018,1084
SSA_1180,875,723,859,853,756,889,794,816,1069,477,416,453
SSA_1181,842,679,758,765,717,855,726,758,931,429,326,405
SSA_1182,1721,1329,1486,1457,1310,1640,1236,1432,1831,846,719,855
SSA_1183,1220,1205,1153,1190,1104,1328,863,944,1199,663,482,604
SSA_1184,4637,3955,3994,4230,3494,4479,2956,3204,4241,1984,1835,1993
SSA_1185,2,0,2,4,5,2,1,2,4,2,1,0
SSA_1186,388,340,378,423,366,464,428,448,540,253,207,261
SSA_1187,537,457,503,550,512,618,525,592,673,329,299,335
SSA_1188,510,514,577,621,513,721,572,674,823,393,260,385
SSA_1189,502,428,453,544,474,620,511,539,703,317,269,344
SSA_1190,2366,1313,1160,1802,2061,1989,1525,1721,2607,860,971,836
SSA_1191,0,1,0,0,1,0,0,0,0,0,0,0
SSA_1192,883,704,696,834,967,946,741,764,1093,459,488,457
SSA_1193,1277,1021,1085,1118,968,1235,817,958,1267,547,483,495
SSA_1194,4142,3107,3262,3732,3743,3886,2690,3157,4260,1656,1612,1628
predicted RNA,2396,2409,2248,1889,2350,2458,761,792,2012,697,766,385
SSA_1196,238,215,238,262,233,268,256,257,345,156,132,139
SSA_1197,233,212,261,262,236,268,252,267,352,154,135,179
SSA_1198,211,179,172,177,165,218,191,169,270,136,124,113
SSA_1199,203,171,170,148,149,185,149,193,212,130,85,100
SSA_1200,607,578,635,416,408,616,538,656,574,350,226,351
SSA_1201,642,463,486,438,401,493,355,412,595,274,268,266
SSA_1202,611,476,492,362,393,433,333,402,591,225,234,221
SSA_1203,730,533,510,492,491,528,411,420,605,280,308,265
SSA_1204,9223,7493,7955,9314,11829,12870,12872,14477,20839,6554,5497,5930
SSA_1205,1153,825,721,604,734,717,603,698,1073,520,547,534
SSA_1206,455,282,258,378,407,453,441,564,723,326,327,301
SSA_1207,2637,2093,2170,2532,3125,3583,4778,5666,7763,2557,1927,2349
SSA_1208,1309,1151,1134,1209,1644,1869,2343,2702,3534,1042,774,931
SSA_1209,1113,908,966,1057,1464,1694,2001,2209,2956,856,692,736
SSA_1210,813,735,652,749,1137,1330,1469,1613,2275,610,522,556
SSA_1211,263,205,224,337,309,367,367,427,593,222,231,225
SSA_1212,2897,2316,2429,3266,3065,3632,2850,3082,4578,2063,1838,1967
SSA_1213,2983,2601,2836,3970,3265,4085,3205,3686,5100,2299,2254,2370
SSA_1214,1263,851,783,1238,1232,1270,1041,1064,1532,732,820,723
SSA_1215,252,234,267,393,319,400,306,315,544,239,243,215
SSA_1216,1436,1083,1039,1895,1931,2291,1577,1600,2527,994,966,924
predicted RNA,14,16,20,40,29,45,28,30,56,15,12,17
SSA_1217,2164,1628,1725,3354,3042,3644,2618,2670,4315,1579,1553,1499
SSA_1218,14,12,13,10,9,12,9,7,13,5,10,6
SSA_1219,3451,2947,2904,4112,3877,4583,3287,3616,4892,2426,2340,2200
SSA_1220,10542,8461,8802,11162,9936,12387,9204,10140,13515,6383,5564,6086
SSA_1221,36083,27239,27290,29393,27281,30140,18565,20214,28993,15339,16239,15651
SSA_1222,324,174,207,214,223,220,180,180,222,78,93,92
SSA_2470,11,3,3,10,8,6,2,4,7,4,6,3
SSA_1223,46123,33478,32145,24690,24024,25127,17069,19377,26532,10742,10331,10373
SSA_2469,875,411,272,290,281,388,168,139,242,109,91,72
SSA_2468,193,86,44,88,149,113,60,57,81,40,43,35
SSA_1224,664,387,285,576,743,715,490,604,926,350,436,311
SSA_1225,3423,2406,2476,3001,3069,3328,2174,2594,3659,1743,1607,1573
SSA_1226,8206,8248,9110,8922,6902,9788,7623,7938,9911,5035,4128,5065
SSA_1227,1776,2044,2430,2285,1550,2471,1928,1870,2492,1338,993,1317
SSA_1229,213,260,292,293,186,293,253,247,323,152,128,157
predicted RNA,204,235,306,266,167,321,239,230,288,166,115,153
predicted RNA,86,77,98,84,54,100,67,64,89,54,39,49
SSA_1230,1548,1823,1978,1837,1258,2067,1584,1578,1992,975,776,1027
SSA_1231,1232,1146,1181,1124,1390,1517,1213,991,1374,795,656,736
SSA_1232,5243,5054,5494,4809,3874,5788,4155,4485,5510,2843,2121,2820
SSA_1233,1652,1169,1140,628,639,703,503,540,802,296,306,255
SSA_1234,2020,2095,2621,2557,2964,4576,8268,10248,9993,5893,4016,6090
SSA_1235,2199,1702,1776,3196,2885,3673,3004,3348,4306,1969,1826,1898
SSA_1236,600,591,719,947,801,1117,1003,1107,1434,628,478,600
SSA_1237,657,632,753,1051,865,1291,1068,1194,1480,695,562,701
SSA_1238,833,811,886,1199,1022,1443,1181,1281,1639,750,608,743
SSA_1239,1384,1125,1258,1813,1745,2230,1776,1802,2361,1049,973,1026
SSA_1240,1208,997,1015,1385,1197,1609,1027,973,1285,469,399,456
SSA_1241,1190,929,1002,1317,1221,1545,915,954,1225,455,362,435
SSA_1242,927,643,704,1066,964,1343,849,887,1246,431,364,448
SSA_1243,388,337,329,441,431,568,478,482,563,224,168,205
SSA_1244,22,18,26,30,31,40,65,97,110,41,21,43
SSA_1245,1274,904,895,944,943,1054,808,862,1281,534,582,531
SSA_1246,612,566,628,628,709,902,1409,1912,2559,789,608,733
SSA_1247,399,388,509,470,457,596,1117,1617,2014,518,324,484
SSA_1248,317,353,366,351,338,439,950,1265,1424,363,221,357
SSA_1249,247,268,312,280,298,396,802,1121,1210,301,186,270
SSA_1250,134,145,151,158,176,223,524,651,660,173,119,162
SSA_1251,782,712,763,685,789,1104,2538,2850,3051,528,325,528
SSA_1252,397,334,322,282,448,551,977,1100,1336,196,115,185
predicted RNA,44,50,50,64,43,69,58,69,88,43,28,41
predicted RNA,206,139,147,177,168,206,144,201,304,106,104,105
predicted RNA,34,26,23,29,25,31,28,28,43,20,15,15
predicted RNA,32,26,25,28,26,30,27,27,40,15,12,17
predicted RNA,1007,991,1074,1066,977,1285,1056,1137,1508,648,452,583
SSA_1253,7,8,14,13,14,11,14,20,28,8,7,10
SSA_1254,6,8,7,15,10,16,17,11,17,7,0,9
SSA_1255,37,18,23,32,38,34,57,61,44,18,21,25
SSA_1256,422,495,541,607,487,699,1035,1211,1338,584,328,549
SSA_1257,928,836,784,907,877,1167,1415,1656,1944,800,618,819
SSA_1258,1848,1844,2063,2018,2020,2588,3302,3724,4508,1679,1170,1634
SSA_1259,2007,2015,2265,2057,1953,2653,3501,3982,4635,1756,1126,1696
SSA_1260,2312,2360,2997,2508,2304,3201,4441,4963,5745,2089,1375,2019
SSA_1261,819,965,1079,806,885,1230,2086,2053,2051,861,425,762
SSA_1262,1466,1142,1246,1731,1609,1867,1467,1644,2290,1040,1013,1054
SSA_1264,268,160,171,268,290,339,174,177,283,135,99,111
SSA_2467,261,149,93,176,194,170,95,104,117,78,92,72
SSA_1265,31178,22744,19180,21312,20472,22358,12187,12960,17914,7842,8007,6820
SSA_1266,178,145,151,164,133,156,156,172,199,96,65,82
SSA_1267,179,161,176,165,199,198,194,210,259,93,85,111
SSA_1268,128,106,107,105,128,123,120,134,170,75,43,66
SSA_1269,146,124,126,206,314,347,540,684,965,373,328,315
SSA_1270,1471,1067,1085,845,906,1003,1329,1289,1234,677,507,704
SSA_1271,1324,1062,1214,1074,1056,1248,1188,1344,1866,879,834,857
SSA_1272,20743,11624,10725,12555,12439,11839,7592,8219,11598,4250,4412,3821
SSA_1274,215,150,161,305,289,335,165,188,264,81,103,98
SSA_1275,8,5,2,10,7,10,6,2,4,1,2,1
SSA_1276,251,179,144,350,373,414,277,322,450,223,226,166
SSA_1277,425,328,333,585,627,719,510,583,816,337,349,339
SSA_1278,211,236,228,378,338,450,406,433,623,308,270,283
SSA_1279,717,709,804,1049,994,1364,1357,1444,1968,907,726,853
SSA_1280,345,357,375,515,454,635,593,675,887,397,327,428
SSA_1281,380,387,424,536,476,671,653,667,965,433,346,441
SSA_1282,6249,5226,5746,5652,5631,6925,6157,6796,9067,4170,3565,3993
predicted RNA,104,104,106,117,144,141,148,121,183,84,75,74
SSA_1283,2322,1952,1967,1911,2018,2392,2233,2439,3098,1486,1222,1419
SSA_1284,191,132,93,205,256,246,266,255,445,208,227,220
SSA_1285,426,230,196,332,618,440,496,442,648,326,376,302
SSA_1286,149,63,56,136,335,179,221,174,289,149,204,154
SSA_1287,235,86,100,155,289,208,211,199,301,169,225,144
SSA_1288,28,17,19,30,47,44,49,51,68,24,29,28
SSA_1289,1038,511,393,580,1033,828,782,833,1159,602,652,551
predicted RNA,110,82,85,215,311,269,282,278,341,198,201,175
predicted RNA,63,47,62,121,152,153,190,180,207,126,92,108
SSA_1291,1075,1297,1569,1603,1388,2364,3141,3527,2877,1960,1185,2113
SSA_1292,248,285,321,365,302,508,608,624,701,409,295,397
SSA_1293,316,340,414,449,464,649,649,754,785,507,355,479
SSA_1294,171,160,156,253,226,306,326,354,384,231,193,269
SSA_1296,204,206,207,282,278,344,414,402,434,269,198,266
SSA_1297,748,687,697,813,633,952,856,946,1227,577,485,580
SSA_1298,10029,7756,7661,9776,13206,14276,12272,12845,18341,3328,3014,2961
predicted RNA,104,71,38,77,145,113,107,124,141,33,48,32
SSA_1299,2026,1731,1903,2134,2456,3043,2858,3065,4196,860,698,801
SSA_1300,1680,1367,1453,1651,2006,2191,2146,2407,3459,636,572,575
SSA_1301,23655,19267,19779,25706,23637,29426,19743,21980,29449,12539,11104,11516
SSA_1302,3058,2155,2089,2708,2495,2799,2247,2586,3569,1629,1417,1539
SSA_1303,1613,1332,1362,1755,1611,1994,1575,1748,2481,1178,1018,1023
SSA_1304,717,552,561,843,849,954,751,939,1286,587,587,560
SSA_1305,1142,788,792,1210,1232,1413,1145,1263,1926,889,865,784
SSA_1306,1133,938,1006,1326,1147,1525,930,933,1182,500,401,512
SSA_1307,2153,1780,1817,2149,2043,2570,1526,1620,1936,842,672,773
SSA_1308,1008,817,886,1005,871,1195,621,691,817,339,277,322
SSA_1309,14787,8843,7759,9630,10817,9907,4922,5514,8077,2914,3296,2838
SSA_1310,12070,7323,7115,7523,8164,8029,4209,4723,6117,2502,2396,2277
SSA_1311,488,381,409,445,455,527,414,509,646,317,296,303
SSA_1312,317,242,241,333,358,412,325,353,501,256,230,235
SSA_1313,286,230,253,293,291,350,246,312,429,193,185,177
SSA_1314,154,138,130,166,150,191,127,159,255,112,115,99
SSA_1315,575,391,445,511,457,553,448,518,617,302,294,290
SSA_1316,343,240,277,263,251,290,274,291,352,189,143,151
SSA_1317,288,211,194,181,196,227,175,151,247,90,104,96
SSA_1318,3215,2813,2864,2457,2138,2729,2150,2568,3100,1343,1006,1280
SSA_1319,757,637,638,585,555,661,562,668,917,398,392,385
SSA_1320,184,200,188,134,205,247,287,310,396,106,80,93
SSA_1321,611,487,539,453,755,741,790,923,1160,330,218,278
SSA_1322,1390,1215,1234,1510,1389,1743,1378,1516,1977,971,864,985
SSA_1323,628,578,608,663,604,739,714,788,943,510,402,484
SSA_1324,862,760,846,841,777,952,919,999,1288,665,532,635
SSA_1325,545,457,488,395,348,512,483,534,634,298,274,286
SSA_1326,3257,2673,2887,3061,2810,3557,2915,3069,4333,2013,1790,1932
SSA_1327,825,547,544,1172,1412,1287,1269,1314,1860,952,943,824
SSA_1328,471,380,363,577,689,704,655,595,948,442,421,426
SSA_1329,961,750,781,1038,1025,1198,1051,1108,1550,716,663,680
SSA_1330,370,303,319,427,415,440,415,450,567,279,239,275
SSA_1331,424,364,378,536,512,600,541,565,856,357,357,361
SSA_1332,195,177,172,261,271,317,275,314,401,188,191,215
SSA_1333,364,332,311,482,533,557,525,528,787,418,364,375
SSA_1334,215,176,160,264,311,335,291,290,403,190,190,174
SSA_1335,332,219,196,353,400,361,360,363,542,239,237,237
SSA_1336,224,147,164,265,343,309,348,278,467,212,221,209
SSA_1337,187,119,118,183,226,187,135,161,216,84,82,91
SSA_1338,189,115,120,123,155,147,139,131,174,82,69,91
SSA_1339,294,306,308,169,126,165,126,121,139,89,63,80
SSA_1340,30,46,48,11,22,22,18,21,21,7,8,12
SSA_1341,1944,2050,2750,1581,1450,2709,3344,3373,1872,952,415,1084
SSA_1342,586,661,817,537,471,852,934,947,633,290,116,323
SSA_1343,2310,1941,2147,2586,2293,3050,1938,1992,2445,667,514,665
SSA_1344,3434,2901,2952,3508,3222,4230,2620,2569,3013,886,698,924
SSA_1345,1293,1084,1266,1261,1052,1494,858,819,1100,283,224,269
SSA_1346,1986,1417,1291,1430,1444,1535,984,1064,1476,638,615,528
SSA_1347,1265,928,926,894,898,981,687,775,953,397,357,357
SSA_1348,18,9,12,21,24,27,16,9,19,17,9,14
SSA_1349,275,234,202,319,344,411,299,312,507,207,231,210
SSA_1350,232,189,192,226,201,240,253,268,318,183,151,172
SSA_1352,203,161,166,186,198,218,200,209,292,162,155,135
SSA_1353,293,239,283,268,278,334,346,349,432,218,202,246
SSA_1354,250,221,227,247,242,328,323,355,397,215,150,227
SSA_1355,326,274,304,360,385,410,450,483,580,310,263,305
SSA_1356,798,839,890,816,748,1111,1193,1328,1302,731,507,785
SSA_1357,758,519,492,628,706,722,564,612,856,394,402,386
SSA_1358,216,184,198,217,229,240,186,181,247,145,118,105
SSA_1359,10821,9211,9745,7993,6190,7790,4508,4857,6798,3133,2931,2983
SSA_1360,5503,4444,4645,3749,3217,3928,2332,2326,3276,1469,1476,1520
SSA_1361,117,110,104,113,124,159,275,274,409,123,68,100
SSA_1362,262,203,187,273,259,336,315,369,495,171,143,178
SSA_1363,80,88,91,154,113,195,138,134,164,82,70,71
SSA_1364,46,40,41,92,51,104,62,67,87,31,33,50
SSA_1365,44,56,65,97,56,102,90,75,97,54,31,40
SSA_1366,67,70,69,111,84,148,107,124,137,59,35,42
SSA_1367,2,6,3,5,4,7,8,7,7,5,2,6
SSA_1368,13,12,12,25,14,24,20,14,17,6,6,10
SSA_1369,51,77,83,117,79,152,113,108,133,58,40,68
SSA_1370,38,31,42,54,33,55,50,47,40,18,20,35
SSA_1371,50,51,71,97,71,104,81,72,105,47,31,44
SSA_1372,1,0,2,5,3,3,1,2,3,2,2,1
predicted RNA,217,58,47,120,352,205,323,341,548,83,89,64
SSA_1373,83,73,81,102,164,193,245,264,388,98,51,76
SSA_1374,1071,888,1008,949,961,1287,1136,1196,1463,724,637,727
SSA_1375,934,778,810,781,763,1111,946,994,1187,599,472,590
SSA_1376,1679,1357,1402,1369,1500,1710,1463,1557,1988,892,755,846
SSA_1377,6186,4938,5233,5113,4829,5880,4643,5252,6853,2768,2332,2628
SSA_1378,924,883,920,812,781,1112,1152,1196,1295,575,436,543
SSA_1379,598,580,590,844,780,1035,1124,1328,1495,761,627,747
SSA_1380,756,748,740,973,997,1207,1465,1763,1787,1048,789,937
SSA_1381,497,396,443,587,596,740,978,1076,1193,635,506,545
SSA_1382,8,4,2,15,13,11,11,11,18,7,4,5
SSA_1383,3430,2608,2789,3294,3121,3866,3288,3586,4792,2187,1922,2121
SSA_1384,1011,770,742,749,834,1064,907,944,1264,619,506,560
SSA_1385,256,144,169,327,361,378,394,462,612,292,240,244
SSA_1386,2324,1682,1589,2280,2394,2665,1971,2496,3333,1503,1613,1396
SSA_1387,129,99,82,130,165,159,146,171,233,129,102,104
SSA_1388,173,162,120,171,219,216,242,212,295,171,177,153
SSA_1389,147,111,101,137,180,184,180,186,235,123,124,142
SSA_1390,190,183,173,225,200,234,251,252,332,161,120,181
SSA_1391,201,181,198,224,205,266,299,304,361,218,172,184
SSA_1392,584,557,605,754,603,816,824,861,1081,545,482,604
SSA_1393,143,136,152,176,166,202,163,218,280,130,116,142
SSA_1394,119,113,112,155,119,138,152,157,203,92,79,106
SSA_1395,371,313,368,414,348,460,358,436,548,271,242,256
SSA_1396,253,203,184,222,216,259,252,300,353,158,151,159
SSA_1397,1583,1202,1386,322,437,473,486,791,926,276,254,337
SSA_1398,4807,3621,3685,982,1035,1199,1045,1650,1954,776,683,757
SSA_1399,392,308,299,431,453,494,511,574,769,443,412,418
SSA_1400,821,639,620,806,806,946,960,1137,1422,848,720,782
SSA_1401,278,221,281,459,406,522,334,335,439,198,173,206
SSA_1402,700,608,655,837,750,993,846,902,1105,518,454,477
SSA_1403,471,425,453,452,487,645,575,659,648,344,284,347
SSA_1404,270,228,219,241,266,349,293,367,371,198,172,191
SSA_1405,172,144,164,193,164,241,252,248,295,146,106,137
SSA_1406,126,117,112,104,104,128,127,161,166,78,67,83
SSA_1408,1426,981,1055,875,927,1001,755,798,1086,449,391,395
SSA_1409,6591,5639,6151,6113,5437,6839,5553,6305,8546,3401,2892,3316
SSA_1410,3673,3356,3563,3726,3301,4255,3360,3800,5083,2062,1717,1984
SSA_1411,4468,3953,4357,4207,3830,5032,4068,4386,6149,2425,2081,2382
SSA_1412,38,38,32,25,23,33,27,32,46,24,14,20
SSA_1413,1428,1079,1096,1030,1036,1307,1295,1372,1511,748,627,693
SSA_1414,365,381,453,297,275,418,430,495,474,269,179,257
SSA_1415,1121,1040,1106,872,785,1090,1136,1196,1264,616,413,655
SSA_1416,707,667,704,568,524,711,652,709,771,350,283,405
SSA_1417,654,568,580,490,470,714,531,592,754,325,232,321
SSA_1418,2867,2261,2236,2381,2321,2825,2230,2521,3279,1739,1494,1540
predicted RNA,115,102,137,102,100,145,112,133,150,78,63,65
SSA_1419,2553,2181,2215,2027,1784,2210,1807,2134,2676,1334,1121,1311
SSA_1420,3748,2954,2922,2918,2649,3139,2344,2615,3685,1748,1507,1712
SSA_1421,2855,2128,2175,1863,1673,2070,1470,1758,2358,1030,893,981
SSA_1422,145,162,177,223,193,251,180,213,283,136,128,156
SSA_1423,1907,1642,1751,1889,1653,2294,1840,2101,2780,1300,1038,1267
SSA_1424,753,745,839,791,647,915,759,904,1150,502,451,504
SSA_1428,947,868,821,905,720,1080,875,934,1289,577,494,562
SSA_1429,918,923,945,895,789,1230,988,1092,1398,645,520,655
SSA_1430,1018,1031,1091,1204,953,1419,1186,1292,1703,731,604,727
SSA_1431,646,687,723,848,660,993,815,904,1203,570,439,506
SSA_1432,1374,1245,1304,1614,1261,1868,1484,1615,2206,979,829,969
SSA_1433,721,652,689,765,641,904,779,819,1185,502,387,493
SSA_1434,5212,2957,2755,4064,4022,4231,3401,4042,5621,2341,2235,2061
SSA_1435,250,197,167,132,163,154,165,185,237,121,85,88
SSA_1436,813,734,729,524,538,641,570,678,855,367,342,324
SSA_1438,471,461,525,348,276,428,370,375,561,216,189,215
SSA_1439,775,700,820,536,502,673,618,666,887,358,316,368
SSA_1440,285,322,341,203,149,251,269,288,324,138,113,149
SSA_1441,258,313,349,128,120,181,210,230,263,96,60,108
SSA_1442,543,602,761,282,226,411,447,495,551,238,144,216
SSA_1443,511,602,671,284,224,375,484,490,574,223,159,215
SSA_1444,407,473,543,200,184,336,355,344,429,190,111,174
SSA_1445,383,479,575,224,174,293,336,355,396,174,109,179
SSA_1446,765,777,1006,379,285,521,644,645,772,319,204,310
SSA_1447,318,346,388,144,145,210,246,303,325,107,75,121
SSA_1448,444,382,489,192,175,251,276,372,414,151,108,140
SSA_1449,497,441,512,197,236,277,298,409,446,142,109,158
predicted RNA,2788,1525,1460,1378,1169,1293,1213,1399,1675,536,421,497
SSA_1450,338,327,349,373,380,523,556,614,637,334,259,330
SSA_1451,3333,3309,3668,4319,3377,5491,5461,6170,7331,3758,2710,3718
SSA_1452,2015,1960,1938,2575,2198,3352,3286,3683,4283,2185,1665,2137
SSA_1453,346,309,332,512,492,650,594,679,989,400,370,375
SSA_1454,811,704,713,1279,1211,1542,1486,1691,2219,952,822,898
SSA_1455,440,352,373,647,679,737,807,896,1134,522,493,424
SSA_2383,302,237,186,422,579,542,581,537,827,352,351,310
SSA_1456,162,121,105,143,203,264,281,264,362,139,132,162
SSA_1457,395,324,382,478,661,784,916,993,1217,368,293,349
SSA_1458,360,310,276,473,494,519,477,541,810,372,405,361
SSA_2384,184,176,201,256,294,266,241,279,420,153,141,179
SSA_1459,679,572,607,585,501,713,606,676,920,409,338,407
SSA_1460,3898,3222,3343,3852,3561,4735,3979,4501,5699,2797,2355,2602
SSA_1462,1451,1316,1439,1317,1213,1680,1511,1665,2147,969,802,979
SSA_1463,900,800,769,792,732,990,839,997,1202,592,525,559
SSA_1464,2084,1804,2098,1851,1666,2283,2043,2273,2764,1352,1040,1223
SSA_1465,2123,1503,1317,2055,2209,2540,2043,2205,2971,1424,1351,1317
SSA_1466,2465,2361,2714,3344,2669,3956,3174,3442,4632,2045,1570,2010
SSA_1467,2360,2406,2651,3164,2594,3767,3232,3462,4308,1997,1513,2026
predicted RNA,49,49,58,65,54,72,68,78,91,50,28,45
SSA_1468,1803,1640,1762,2277,1808,2601,2323,2538,3038,1442,1073,1426
SSA_1469,2097,1848,1776,2001,1614,2197,1670,1872,2390,1007,863,990
SSA_1470,2771,2110,2068,2273,2117,2428,1819,1925,2759,1098,1017,1040
SSA_1471,4198,2931,2792,3233,3385,3755,2563,2918,3966,1569,1567,1520
SSA_1472,69,61,52,70,83,101,74,61,90,37,42,39
SSA_1473,75,69,70,98,101,112,67,89,112,48,34,39
SSA_1474,210,131,166,162,195,191,162,162,195,79,93,86
SSA_1475,2,0,1,2,5,4,1,4,2,1,0,1
SSA_1476,6559,4903,5221,4981,4783,5634,4497,5296,7573,3276,3284,3238
SSA_1477,6,4,5,12,7,14,14,10,16,4,8,3
SSA_1478,5,3,7,4,8,16,4,4,6,4,7,1
SSA_1479,19,14,12,17,12,25,9,23,30,13,11,10
SSA_1480,50,73,72,83,67,72,54,57,81,33,28,32
SSA_1481,124,89,98,140,123,167,85,85,131,56,36,43
SSA_1482,4573,3902,4482,4252,3705,5278,4946,5644,6566,3240,2562,3275
SSA_1483,1322,1375,1430,1562,1338,1842,1837,1960,2479,1160,864,1127
SSA_1484,3397,2908,2939,3120,2779,3945,3586,4153,4775,2193,1635,2150
SSA_1485,3448,1899,1720,1070,1149,1077,622,720,919,347,358,329
SSA_1486,519,285,241,284,411,317,219,222,393,143,168,117
SSA_1487,122,106,115,183,179,270,249,266,206,103,76,115
SSA_1488,35,52,52,71,61,82,81,87,77,44,20,37
SSA_1489,550,418,383,559,689,646,521,509,787,329,335,331
SSA_1490,448,354,413,518,478,586,429,458,581,225,198,235
SSA_1491,2452,2037,2094,2092,1800,2438,1787,1856,2416,971,679,894
