,WT_A,WT_B,WT_C,DcsrR_A,DcsrR_B,DcsrR_C
IGR_-_M5005_Spy0557_pre_minus,1,2,3,4,2,2
IGR_-_M5005_Spy0558_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0559_pre_minus,14,17,7,51,39,64
IGR_-_M5005_Spy0561_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0562_pre_minus,2,1,0,0,0,0
IGR_-_M5005_Spy0563_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0565_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0568_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0569_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0571_pre_minus,0,0,2,1,0,0
IGR_-_M5005_Spy0572_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy0573_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0574_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0575_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0576_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0577_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0579_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0580_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0581_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0582_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0583_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0584_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0585_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0586_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0587_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0588_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0589_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0591_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0592_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0593_pre_minus,0,1,1,1,1,4
IGR_-_M5005_Spy0594_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0596_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0597_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0598_pre_minus,10,17,12,1,9,16
IGR_-_M5005_Spy0599_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0600_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0601_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0602_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0603_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0605_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0607_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0610_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0611_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0614_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0615_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0617_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0618_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0619_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0620_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0621_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0622_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0623_pre_minus,0,1,0,0,0,1
IGR_-_M5005_Spy0625_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0626_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0627_pre_minus,0,0,1,1,1,1
IGR_-_M5005_Spy0628_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0629_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0630_pre_minus,0,0,1,1,3,0
IGR_-_M5005_Spy0631_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0632_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0633_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0634_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0635_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0636_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0639_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0640_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0641_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0642_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0643_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0644_pre_minus,2,1,1,0,2,0
IGR_-_M5005_Spy0646_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0647_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0648_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0649_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0650_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0651_pre_minus,0,1,0,1,1,0
IGR_-_M5005_Spy0652_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0653_pre_minus,0,2,0,1,0,0
IGR_-_M5005_Spy0654_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0655_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0658_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0659_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0660_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy0663_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy0664_pre_minus,0,0,0,0,0,2
IGR_-_M5005_Spy0665_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0666_pre_minus,0,0,0,1,1,7
IGR_-_M5005_Spy0668_pre_minus,0,0,0,15,18,32
IGR_-_M5005_Spy0669_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0670_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0671_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0673_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0675_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0676_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0677_pre_minus,1,2,2,2,0,1
IGR_-_M5005_Spy0678_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy0679_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0680_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0681_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0682_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0686_pre_minus,1,0,0,0,0,1
IGR_-_M5005_Spy0688_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0689_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0690_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0691_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0692_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0693_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0694_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0695_pre_minus,17,22,10,8,11,20
IGR_-_M5005_Spy0696_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0697_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0699_pre_minus,2,2,0,2,4,2
IGR_-_M5005_Spy0701_pre_minus,0,2,0,0,0,0
IGR_-_M5005_Spy0702_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0703_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0704_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0705_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0706_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0707_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0708_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0709_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0710_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0711_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0712_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0713_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0714_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0715_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0716_pre_minus,225,452,237,77,137,141
IGR_-_M5005_Spy0717_pre_minus,1,1,1,0,0,3
IGR_-_M5005_Spy0718_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0719_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0720_pre_minus,1,2,2,0,0,1
IGR_-_M5005_Spy0721_pre_minus,1,3,3,0,4,3
IGR_-_M5005_Spy0722_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0723_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0725_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0728_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0729_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0731_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0732_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0733_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0734_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0736_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0737_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy0738_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0740_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy0741_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0742_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0743_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0745_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0747_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0748_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0749_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0750_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0751_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0752_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0753_pre_minus,2,0,0,0,0,1
IGR_-_M5005_Spy0754_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0755_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0756_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0757_pre_minus,31,37,27,43,24,30
IGR_-_M5005_Spy0758_pre_minus,4,1,1,2,6,2
IGR_-_M5005_Spy0759_pre_minus,0,2,2,1,1,0
IGR_-_M5005_Spy0761_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0763_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0764_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0766_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0769_pre_minus,2264,4581,2759,2244,2212,3095
IGR_-_M5005_Spy0773_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0774_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0775_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0776_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0777_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0778_pre_minus,0,0,0,0,0,2
IGR_-_M5005_Spy0779_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0780_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0781_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0782_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0784_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0785_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0787_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0788_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0789_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0790_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0791_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0792_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0793_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0794_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0795_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0796_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0797_pre_minus,3,0,0,0,0,1
IGR_-_M5005_Spy0800_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0801_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0802_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0803_pre_minus,0,0,1,1,0,0
IGR_-_M5005_Spy0804_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0806_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0807_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0808_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0809_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0810_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0811_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0812_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0813_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0814_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0815_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0816_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0817_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0818_pre_minus,2,2,9,0,0,2
IGR_-_M5005_Spy0819_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0820_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0821_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0822_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0823_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0825_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0826_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0830_pre_minus,0,1,0,1,0,0
IGR_-_M5005_Spy0832_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0833_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0834_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0835_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0837_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0838_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0839_pre_minus,1,0,0,1,0,0
IGR_-_M5005_Spy0840_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0841_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0842_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0843_pre_minus,45,62,31,27,28,51
IGR_-_M5005_Spy0846_pre_minus,10,6,2,3,5,7
IGR_-_M5005_Spy0847_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0850_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0852_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0854_pre_minus,20,37,23,6,17,5
IGR_-_M5005_Spy0855_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0857_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0858_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0860_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0861_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0862_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0863_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0866_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0868_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0870_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0872_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0873_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0874_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0875_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0876_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0877_pre_minus,0,0,1,1,0,2
IGR_-_M5005_Spy0878_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0879_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0880_pre_minus,6,29,6,2,7,19
IGR_-_M5005_Spy0882_pre_minus,0,1,0,0,2,1
IGR_-_M5005_Spy0884_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0885_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0886_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0887_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0888_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0889_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0890_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0891_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0893_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0894_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0895_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0897_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0898_pre_minus,0,2,0,0,1,0
IGR_-_M5005_Spy0900_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0901_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0902_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0903_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0904_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0905_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0906_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0907_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0909_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0910_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0911_pre_minus,0,2,3,1,0,0
IGR_-_M5005_Spy0912_pre_minus,13,22,15,18,5,9
IGR_-_M5005_Spy0913_pre_minus,1,0,0,0,1,0
IGR_-_M5005_Spy0914_pre_minus,22,42,20,36,6,7
IGR_-_M5005_Spy0915_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0916_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0917_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0918_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0919_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0920_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0921_pre_minus,7,9,7,2,7,2
IGR_-_M5005_Spy0922_pre_minus,0,2,0,1,1,0
IGR_-_M5005_Spy0924_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0925_pre_minus,11,12,5,4,17,16
IGR_-_M5005_Spy0926_pre_minus,4617,6816,3562,2617,4062,6429
IGR_-_M5005_Spy0927_pre_minus,0,2,1,0,0,0
IGR_-_M5005_Spy0928_pre_minus,2,2,0,3,2,2
IGR_-_M5005_Spy0929_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0932_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0935_pre_minus,0,2,0,0,0,1
IGR_-_M5005_Spy0937_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0938_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0939_pre_minus,7,8,10,3,14,12
IGR_-_M5005_Spy0940_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0942_pre_minus,0,1,0,0,1,0
IGR_-_M5005_Spy0943_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0944_pre_minus,252,391,252,266,252,245
IGR_-_M5005_Spy0945_pre_minus,0,1,0,0,2,0
IGR_-_M5005_Spy0946_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0947_pre_minus,1,0,0,1,0,0
IGR_-_M5005_Spy0949_pre_minus,12,13,9,4,13,9
IGR_-_M5005_Spy0950_pre_minus,98,90,90,60,95,111
IGR_-_M5005_Spy0951_pre_minus,1,0,1,1,2,0
IGR_-_M5005_Spy0952_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0953_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0955_pre_minus,1,10,5,2,5,7
IGR_-_M5005_Spy0956_pre_minus,0,1,1,0,0,1
IGR_-_M5005_Spy0957_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0959_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0960_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0961_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0962_pre_minus,0,2,0,1,0,1
IGR_-_M5005_Spy0963_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0964_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0965_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0966_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0967_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0968_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0970_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0971_pre_minus,60,64,27,32,64,33
IGR_-_M5005_Spy0972_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0973_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0974_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0975_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0976_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy0977_pre_minus,1120,1930,935,915,1027,712
IGR_-_M5005_Spy0979_pre_minus,1,0,0,1,0,0
IGR_-_M5005_Spy0980_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0981_pre_minus,25,34,27,18,25,37
IGR_-_M5005_Spy0982_pre_minus,1,2,1,0,2,1
IGR_-_M5005_Spy0983_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0984_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0985_pre_minus,2,2,1,0,0,0
IGR_-_M5005_Spy0986_pre_minus,9,11,6,3,14,5
IGR_-_M5005_Spy0987_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy0988_pre_minus,2,2,2,1,0,0
IGR_-_M5005_Spy0989_pre_minus,1,0,0,0,1,0
IGR_-_M5005_Spy0990_pre_minus,0,2,0,2,0,0
IGR_-_M5005_Spy0991_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0993_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0994_pre_minus,1,1,0,0,0,0
IGR_-_M5005_Spy0995_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0996_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0997_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0999_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1000_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1001_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1002_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1006_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1007_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1012_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1013_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1014_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1017_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1018_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1019_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1020_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1021_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1025_pre_minus,24,51,22,20,29,29
IGR_-_M5005_Spy1026_pre_minus,7,6,4,3,2,7
IGR_-_M5005_Spy1028_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1029_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1036_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1039_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1041_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1044_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1045_pre_minus,0,1,0,0,1,0
IGR_-_M5005_Spy1046_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1048_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1049_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1050_pre_minus,3,0,1,1,4,4
IGR_-_M5005_Spy1051_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1052_pre_minus,69,93,42,33,60,73
IGR_-_M5005_Spy1053_pre_minus,0,0,1,0,1,0
IGR_-_M5005_Spy1054_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1055_pre_minus,2,5,1,2,0,2
IGR_-_M5005_Spy1056_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1057_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1058_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1059_pre_minus,2,1,1,0,6,4
IGR_-_M5005_Spy1061_pre_minus,0,2,0,0,0,0
IGR_-_M5005_Spy1062_pre_minus,1,0,0,0,3,0
IGR_-_M5005_Spy1063_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1065_pre_minus,0,0,1,0,0,1
IGR_-_M5005_Spy1066_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1067_pre_minus,1,6,0,12,7,4
IGR_-_M5005_Spy1068_pre_minus,0,3,3,7,3,3
IGR_-_M5005_Spy1069_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1070_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1072_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1074_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1075_pre_minus,2,6,4,10,2,4
IGR_-_M5005_Spy1076_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1078_pre_minus,1,0,0,0,0,1
IGR_-_M5005_Spy1080_pre_minus,0,0,0,1,0,1
IGR_-_M5005_Spy1082_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1083_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1084_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy1085_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1086_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1087_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1088_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy1089_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1090_pre_minus,0,0,0,0,0,0
