IDs,CvD1,CvD2,CvD3,WR1,WR2,WR3
Inter.NC_008533.1.666908.225,176,260,217,217,233,207
Inter.NC_008533.1.666908.226,231,332,310,305,299,297
Inter.NC_008533.1.666908.227,238,362,317,295,323,233
Inter.NC_008533.1.666908.228,416,578,580,468,512,496
Inter.NC_008533.1.666908.229,175,271,236,270,254,217
Inter.NC_008533.1.666908.23,1262,1624,1599,1430,1517,1262
Inter.NC_008533.1.666908.230,227,303,306,256,309,237
Inter.NC_008533.1.666908.231,247,380,346,314,386,332
Inter.NC_008533.1.666908.232,144,162,147,117,158,133
Inter.NC_008533.1.666908.233,118,160,157,120,136,136
Inter.NC_008533.1.666908.234,315,457,443,350,402,360
Inter.NC_008533.1.666908.235,94,141,120,138,126,115
Inter.NC_008533.1.666908.236,201,252,249,243,295,226
Inter.NC_008533.1.666908.237,139,181,152,170,179,156
Inter.NC_008533.1.666908.238,209,285,274,258,274,237
Inter.NC_008533.1.666908.239,221,250,229,269,258,222
Inter.NC_008533.1.666908.24,897,1048,1068,1040,1076,875
Inter.NC_008533.1.666908.240,153,194,175,192,221,186
Inter.NC_008533.1.666908.241,304,358,296,295,403,335
Inter.NC_008533.1.666908.242,245,286,253,263,253,258
Inter.NC_008533.1.666908.243,196,229,224,239,225,199
Inter.NC_008533.1.666908.244,260,283,289,276,298,288
Inter.NC_008533.1.666908.245,182,234,231,209,239,170
Inter.NC_008533.1.666908.246,389,470,418,392,462,406
Inter.NC_008533.1.666908.247,278,330,301,306,356,302
Inter.NC_008533.1.666908.248,198,230,216,227,265,205
Inter.NC_008533.1.666908.249,66,116,86,93,83,70
Inter.NC_008533.1.666908.25,1767,2112,2119,1903,1994,1741
Inter.NC_008533.1.666908.250,228,262,212,235,232,206
Inter.NC_008533.1.666908.251,0,2,0,1,0,0
Inter.NC_008533.1.666908.26,612,806,703,751,736,566
Inter.NC_008533.1.666908.27,142,148,148,157,138,120
Inter.NC_008533.1.666908.28,371,434,444,356,405,303
Inter.NC_008533.1.666908.29,264,335,276,293,299,223
Inter.NC_008533.1.666908.3,42,52,44,26,32,28
Inter.NC_008533.1.666908.30,305,458,390,352,395,335
Inter.NC_008533.1.666908.31,233,297,270,270,294,226
Inter.NC_008533.1.666908.32,262,378,308,310,290,271
Inter.NC_008533.1.666908.33,259,334,301,289,297,248
Inter.NC_008533.1.666908.34,119,164,154,201,193,156
Inter.NC_008533.1.666908.35,234,294,272,318,279,246
Inter.NC_008533.1.666908.36,354,412,335,369,379,332
Inter.NC_008533.1.666908.37,296,380,344,390,375,301
Inter.NC_008533.1.666908.38,286,361,296,376,378,323
Inter.NC_008533.1.666908.39,302,363,359,349,383,320
Inter.NC_008533.1.666908.4,45,63,75,64,59,57
Inter.NC_008533.1.666908.40,292,363,355,369,347,289
Inter.NC_008533.1.666908.41,421,504,446,503,507,429
Inter.NC_008533.1.666908.42,137,157,88,146,170,129
Inter.NC_008533.1.666908.43,38,48,40,45,48,48
Inter.NC_008533.1.666908.44,98,136,104,138,156,100
Inter.NC_008533.1.666908.45,88,86,79,86,95,71
Inter.NC_008533.1.666908.46,58,61,68,66,78,56
Inter.NC_008533.1.666908.47,84,72,77,93,89,74
Inter.NC_008533.1.666908.48,132,167,151,152,180,137
Inter.NC_008533.1.666908.49,115,144,111,138,137,130
Inter.NC_008533.1.666908.5,44,53,55,39,59,31
Inter.NC_008533.1.666908.50,86,77,62,88,80,64
Inter.NC_008533.1.666908.51,76,75,83,82,88,74
Inter.NC_008533.1.666908.52,69,77,71,73,74,56
Inter.NC_008533.1.666908.53,156,212,170,188,205,156
Inter.NC_008533.1.666908.54,68,74,71,83,81,60
Inter.NC_008533.1.666908.55,96,123,129,147,163,121
Inter.NC_008533.1.666908.56,94,112,89,89,93,101
Inter.NC_008533.1.666908.57,120,138,150,134,168,104
Inter.NC_008533.1.666908.58,124,162,129,149,158,133
Inter.NC_008533.1.666908.59,102,113,141,121,131,116
Inter.NC_008533.1.666908.6,56,89,75,62,60,77
Inter.NC_008533.1.666908.60,112,128,105,112,147,103
Inter.NC_008533.1.666908.61,116,145,111,132,146,98
Inter.NC_008533.1.666908.62,153,208,173,192,191,157
Inter.NC_008533.1.666908.63,115,118,120,138,144,113
Inter.NC_008533.1.666908.64,130,155,145,159,178,142
Inter.NC_008533.1.666908.65,134,159,119,126,154,114
Inter.NC_008533.1.666908.66,119,123,125,133,134,114
Inter.NC_008533.1.666908.67,105,142,153,121,149,97
Inter.NC_008533.1.666908.68,139,155,121,136,135,118
Inter.NC_008533.1.666908.69,117,135,119,115,94,98
Inter.NC_008533.1.666908.7,28,32,35,30,34,37
Inter.NC_008533.1.666908.70,212,236,194,201,242,185
Inter.NC_008533.1.666908.71,120,152,139,155,155,115
Inter.NC_008533.1.666908.72,110,164,130,172,151,120
Inter.NC_008533.1.666908.73,164,204,155,208,184,163
Inter.NC_008533.1.666908.74,114,164,120,131,127,93
Inter.NC_008533.1.666908.75,111,109,104,109,124,101
Inter.NC_008533.1.666908.76,176,223,205,215,200,181
Inter.NC_008533.1.666908.77,116,158,166,149,170,117
Inter.NC_008533.1.666908.78,110,162,132,165,149,134
Inter.NC_008533.1.666908.79,221,285,208,197,245,189
Inter.NC_008533.1.666908.8,27,47,42,34,36,28
Inter.NC_008533.1.666908.80,40,27,18,45,24,22
Inter.NC_008533.1.666908.81,1,3,6,4,5,7
Inter.NC_008533.1.666908.82,10,24,13,14,28,14
Inter.NC_008533.1.666908.83,29,48,41,46,46,48
Inter.NC_008533.1.666908.84,14,21,20,12,14,21
Inter.NC_008533.1.666908.85,22,38,36,29,42,36
Inter.NC_008533.1.666908.86,17,26,28,26,28,20
Inter.NC_008533.1.666908.87,17,37,18,30,34,25
Inter.NC_008533.1.666908.88,14,28,15,22,22,17
Inter.NC_008533.1.666908.89,0,2,6,4,1,2
Inter.NC_008533.1.666908.9,41,36,44,32,41,35
Inter.NC_008533.1.666908.90,461,531,499,534,563,471
Inter.NC_008533.1.666908.91,396,548,522,531,517,463
Inter.NC_008533.1.666908.92,497,574,579,589,650,584
Inter.NC_008533.1.666908.93,599,724,675,698,737,561
Inter.NC_008533.1.666908.94,528,630,680,672,681,529
Inter.NC_008533.1.666908.95,632,734,740,768,789,747
Inter.NC_008533.1.666908.96,595,713,649,701,723,644
Inter.NC_008533.1.666908.97,592,634,680,654,683,616
Inter.NC_008533.1.666908.98,804,1018,1030,1116,1157,961
Inter.NC_008533.1.666908.99,644,727,786,832,840,680
Inter.NC_008533.1.692843.0,1,3,2,2,0,2
Inter.NC_008533.1.693148.0,2,5,4,3,10,3
Inter.NC_008533.1.693148.1,6,3,6,8,4,5
Inter.NC_008533.1.693148.10,2636,3431,3636,4831,4905,3964
Inter.NC_008533.1.693148.11,3162,3996,4239,5536,5462,4495
Inter.NC_008533.1.693148.12,2185,2779,2944,3839,3972,3136
Inter.NC_008533.1.693148.13,1837,2311,2314,3357,3142,2536
Inter.NC_008533.1.693148.14,21,24,30,25,36,25
Inter.NC_008533.1.693148.15,15,17,21,23,21,18
Inter.NC_008533.1.693148.16,9,18,21,23,27,25
Inter.NC_008533.1.693148.17,5,16,12,11,19,14
Inter.NC_008533.1.693148.18,8,15,23,27,17,20
Inter.NC_008533.1.693148.19,13,41,29,32,46,27
Inter.NC_008533.1.693148.2,0,2,3,1,0,1
Inter.NC_008533.1.693148.20,122,176,137,149,136,144
Inter.NC_008533.1.693148.21,295,417,373,434,416,319
Inter.NC_008533.1.693148.22,537,655,619,632,705,600
Inter.NC_008533.1.693148.23,331,436,403,466,466,374
Inter.NC_008533.1.693148.24,338,425,413,433,443,330
Inter.NC_008533.1.693148.25,411,565,515,535,581,461
Inter.NC_008533.1.693148.26,284,388,414,412,413,351
Inter.NC_008533.1.693148.27,505,668,609,679,664,631
Inter.NC_008533.1.693148.28,291,326,313,359,329,270
Inter.NC_008533.1.693148.29,351,397,365,429,446,363
Inter.NC_008533.1.693148.3,0,0,0,0,0,0
Inter.NC_008533.1.693148.30,313,430,367,433,458,402
Inter.NC_008533.1.693148.31,241,284,280,296,309,294
Inter.NC_008533.1.693148.32,387,509,489,462,514,447
Inter.NC_008533.1.693148.33,232,281,265,299,306,244
Inter.NC_008533.1.693148.34,357,477,452,510,562,444
Inter.NC_008533.1.693148.35,146,195,198,189,196,166
Inter.NC_008533.1.693148.36,376,506,418,513,526,460
Inter.NC_008533.1.693148.37,430,546,511,526,555,470
Inter.NC_008533.1.693148.38,189,258,231,231,243,235
Inter.NC_008533.1.693148.39,421,568,494,521,564,494
Inter.NC_008533.1.693148.4,0,0,0,0,0,1
Inter.NC_008533.1.693148.40,441,576,520,515,551,532
Inter.NC_008533.1.693148.41,379,494,449,484,469,413
Inter.NC_008533.1.693148.42,358,464,459,451,478,425
Inter.NC_008533.1.693148.43,327,416,338,381,405,307
Inter.NC_008533.1.693148.5,0,0,1,0,0,0
Inter.NC_008533.1.693148.6,0,1,0,0,0,1
Inter.NC_008533.1.693148.7,0,0,0,0,0,0
Inter.NC_008533.1.693148.8,570,697,777,1058,1005,806
Inter.NC_008533.1.693148.9,2539,3188,3360,4521,4270,3700
Inter.NC_008533.1.697869.0,57,88,94,71,94,67
Inter.NC_008533.1.697869.1,214,245,226,229,250,230
Inter.NC_008533.1.697869.2,124,150,126,130,126,136
Inter.NC_008533.1.697869.3,36,43,43,45,37,35
Inter.NC_008533.1.698325.0,1,0,0,1,1,0
Inter.NC_008533.1.698922.0,0,0,1,0,1,0
Inter.NC_008533.1.698922.1,1,0,0,0,0,1
Inter.NC_008533.1.700465.0,1,1,0,0,1,0
Inter.NC_008533.1.700465.1,1,0,1,0,1,2
Inter.NC_008533.1.700465.10,216,269,249,176,195,160
Inter.NC_008533.1.700465.100,127,181,183,162,188,128
Inter.NC_008533.1.700465.101,112,177,195,151,188,168
Inter.NC_008533.1.700465.102,39,63,65,51,74,58
Inter.NC_008533.1.700465.103,90,159,141,115,116,129
Inter.NC_008533.1.700465.104,86,96,96,105,91,81
Inter.NC_008533.1.700465.105,115,198,168,153,141,157
Inter.NC_008533.1.700465.106,125,176,172,129,152,152
Inter.NC_008533.1.700465.107,110,184,166,139,162,139
Inter.NC_008533.1.700465.108,95,146,138,135,138,122
Inter.NC_008533.1.700465.109,104,183,142,147,155,113
Inter.NC_008533.1.700465.11,229,279,244,240,230,168
Inter.NC_008533.1.700465.110,152,246,243,173,213,164
Inter.NC_008533.1.700465.111,131,196,192,177,193,139
Inter.NC_008533.1.700465.112,115,198,184,154,172,140
Inter.NC_008533.1.700465.113,76,99,100,79,94,84
Inter.NC_008533.1.700465.114,131,213,191,182,187,177
Inter.NC_008533.1.700465.115,66,109,107,105,89,84
Inter.NC_008533.1.700465.116,107,164,181,158,162,105
Inter.NC_008533.1.700465.117,958,1219,1205,832,880,732
Inter.NC_008533.1.700465.118,893,1127,1037,817,894,716
Inter.NC_008533.1.700465.119,1218,1649,1570,1241,1249,1070
Inter.NC_008533.1.700465.12,173,269,193,144,167,124
Inter.NC_008533.1.700465.120,664,810,773,698,637,508
Inter.NC_008533.1.700465.121,1185,1550,1540,1249,1252,1079
Inter.NC_008533.1.700465.122,1021,1361,1326,1070,996,894
Inter.NC_008533.1.700465.123,1333,1556,1520,1176,1229,1126
Inter.NC_008533.1.700465.124,1082,1406,1336,1083,1109,1052
Inter.NC_008533.1.700465.125,1163,1405,1397,1161,1217,1027
Inter.NC_008533.1.700465.126,926,1239,1219,979,987,794
Inter.NC_008533.1.700465.127,1359,1757,1700,1364,1505,1297
Inter.NC_008533.1.700465.128,761,983,986,767,908,813
Inter.NC_008533.1.700465.129,955,1156,1193,1115,1075,929
Inter.NC_008533.1.700465.13,210,230,226,136,194,157
Inter.NC_008533.1.700465.130,757,898,883,771,709,642
Inter.NC_008533.1.700465.131,1036,1323,1270,1125,1066,843
Inter.NC_008533.1.700465.132,2234,2958,2734,2202,2431,2092
Inter.NC_008533.1.700465.133,1328,1875,1785,1422,1440,1198
Inter.NC_008533.1.700465.134,1302,1716,1701,1351,1431,1126
Inter.NC_008533.1.700465.135,552,704,692,553,503,414
Inter.NC_008533.1.700465.136,688,885,901,729,775,625
Inter.NC_008533.1.700465.137,1341,1748,1651,1321,1436,1169
Inter.NC_008533.1.700465.138,1261,1662,1648,1282,1410,1174
Inter.NC_008533.1.700465.139,1264,1784,1806,1452,1487,1250
Inter.NC_008533.1.700465.14,227,306,286,220,238,197
Inter.NC_008533.1.700465.140,785,1042,1086,867,887,736
Inter.NC_008533.1.700465.141,833,1036,983,836,815,716
Inter.NC_008533.1.700465.142,1512,2096,1870,1485,1673,1310
Inter.NC_008533.1.700465.143,92,64,74,217,205,161
Inter.NC_008533.1.700465.144,496,443,475,1447,1352,892
Inter.NC_008533.1.700465.145,574,554,520,1799,1565,1179
Inter.NC_008533.1.700465.146,686,595,554,1732,1643,1198
Inter.NC_008533.1.700465.147,458,420,396,1328,1187,797
Inter.NC_008533.1.700465.148,269,228,224,780,639,452
Inter.NC_008533.1.700465.149,494,476,418,1363,1242,878
Inter.NC_008533.1.700465.15,155,131,108,84,117,82
Inter.NC_008533.1.700465.150,293,240,246,836,689,475
Inter.NC_008533.1.700465.151,331,371,351,992,860,660
Inter.NC_008533.1.700465.152,513,498,517,1576,1321,976
Inter.NC_008533.1.700465.153,580,604,614,1652,1534,1126
Inter.NC_008533.1.700465.154,456,443,452,1447,1207,840
Inter.NC_008533.1.700465.155,259,241,246,669,633,440
Inter.NC_008533.1.700465.156,339,354,314,937,801,597
Inter.NC_008533.1.700465.157,393,336,381,1023,919,641
Inter.NC_008533.1.700465.158,438,472,478,1414,1168,811
Inter.NC_008533.1.700465.159,284,291,275,853,689,503
Inter.NC_008533.1.700465.16,160,221,202,165,159,109
Inter.NC_008533.1.700465.160,396,399,355,1178,957,703
Inter.NC_008533.1.700465.161,318,292,254,851,710,596
Inter.NC_008533.1.700465.162,697,655,611,1932,1575,1128
Inter.NC_008533.1.700465.163,35,34,46,116,127,66
Inter.NC_008533.1.700465.17,268,373,339,248,231,233
Inter.NC_008533.1.700465.18,143,204,202,153,161,127
Inter.NC_008533.1.700465.19,186,230,194,182,184,151
Inter.NC_008533.1.700465.2,101,139,123,136,135,121
Inter.NC_008533.1.700465.20,230,288,249,195,212,186
Inter.NC_008533.1.700465.21,273,334,336,230,253,219
Inter.NC_008533.1.700465.22,278,320,295,211,199,174
Inter.NC_008533.1.700465.23,276,335,331,250,242,202
Inter.NC_008533.1.700465.24,235,275,271,171,219,128
Inter.NC_008533.1.700465.25,416,478,484,356,354,300
Inter.NC_008533.1.700465.26,403,481,517,344,349,312
Inter.NC_008533.1.700465.27,368,426,393,263,331,252
Inter.NC_008533.1.700465.28,179,261,230,174,182,176
Inter.NC_008533.1.700465.29,269,291,311,218,240,198
Inter.NC_008533.1.700465.3,97,120,121,97,112,93
Inter.NC_008533.1.700465.30,336,389,355,249,295,236
Inter.NC_008533.1.700465.31,189,213,205,158,155,134
Inter.NC_008533.1.700465.32,178,207,228,150,155,117
Inter.NC_008533.1.700465.33,485,635,576,430,510,380
Inter.NC_008533.1.700465.34,9,15,12,6,8,11
Inter.NC_008533.1.700465.35,183,216,220,192,182,137
Inter.NC_008533.1.700465.36,451,566,677,512,569,436
Inter.NC_008533.1.700465.37,249,324,344,255,319,218
Inter.NC_008533.1.700465.38,574,708,722,635,631,547
Inter.NC_008533.1.700465.39,319,471,484,440,379,295
Inter.NC_008533.1.700465.4,165,200,199,176,186,150
Inter.NC_008533.1.700465.40,373,392,443,360,345,315
Inter.NC_008533.1.700465.41,343,374,393,382,343,343
Inter.NC_008533.1.700465.42,414,539,553,439,493,415
Inter.NC_008533.1.700465.43,545,697,720,588,613,534
Inter.NC_008533.1.700465.44,409,534,594,506,465,411
Inter.NC_008533.1.700465.45,474,550,563,495,539,473
Inter.NC_008533.1.700465.46,496,557,691,517,501,482
Inter.NC_008533.1.700465.47,452,550,561,479,504,439
Inter.NC_008533.1.700465.48,295,361,416,374,383,322
Inter.NC_008533.1.700465.49,344,403,467,410,414,356
Inter.NC_008533.1.700465.5,157,161,143,145,169,141
Inter.NC_008533.1.700465.50,534,685,705,646,703,610
Inter.NC_008533.1.700465.51,532,774,758,656,695,631
Inter.NC_008533.1.700465.52,545,735,693,600,607,468
Inter.NC_008533.1.700465.53,582,682,661,586,658,599
Inter.NC_008533.1.700465.54,920,1297,1334,1079,1154,1036
Inter.NC_008533.1.700465.55,13,33,20,20,23,13
Inter.NC_008533.1.700465.56,4,3,3,0,2,2
Inter.NC_008533.1.700465.57,3,2,3,4,2,1
Inter.NC_008533.1.700465.58,28,29,34,26,28,17
Inter.NC_008533.1.700465.59,61,102,80,50,42,43
Inter.NC_008533.1.700465.6,133,144,133,156,138,140
Inter.NC_008533.1.700465.60,41,73,61,40,48,37
Inter.NC_008533.1.700465.61,130,170,168,105,120,78
Inter.NC_008533.1.700465.62,104,131,136,82,85,63
Inter.NC_008533.1.700465.63,128,237,171,118,106,103
Inter.NC_008533.1.700465.64,89,158,121,105,92,70
Inter.NC_008533.1.700465.65,100,139,122,71,90,92
Inter.NC_008533.1.700465.66,138,199,215,130,138,129
Inter.NC_008533.1.700465.67,94,124,101,83,78,74
Inter.NC_008533.1.700465.68,76,109,82,70,60,63
Inter.NC_008533.1.700465.69,111,172,121,112,95,99
Inter.NC_008533.1.700465.7,67,71,65,110,90,67
Inter.NC_008533.1.700465.70,36,55,40,31,45,41
Inter.NC_008533.1.700465.71,49,79,71,73,79,61
Inter.NC_008533.1.700465.72,63,101,75,79,80,60
Inter.NC_008533.1.700465.73,75,157,126,120,135,94
Inter.NC_008533.1.700465.74,58,111,101,112,84,74
Inter.NC_008533.1.700465.75,55,98,94,83,77,74
Inter.NC_008533.1.700465.76,83,135,120,112,135,123
Inter.NC_008533.1.700465.77,87,151,124,129,135,101
Inter.NC_008533.1.700465.78,76,98,79,98,108,97
Inter.NC_008533.1.700465.79,192,306,273,293,317,253
Inter.NC_008533.1.700465.8,91,133,158,128,130,94
Inter.NC_008533.1.700465.80,0,1,2,1,1,3
Inter.NC_008533.1.700465.81,27,35,30,26,46,33
Inter.NC_008533.1.700465.82,73,94,81,79,66,80
Inter.NC_008533.1.700465.83,69,118,139,118,130,119
Inter.NC_008533.1.700465.84,77,103,100,80,88,101
Inter.NC_008533.1.700465.85,70,114,97,108,107,90
Inter.NC_008533.1.700465.86,84,133,148,129,114,115
Inter.NC_008533.1.700465.87,42,62,68,56,69,60
Inter.NC_008533.1.700465.88,30,51,75,58,45,47
Inter.NC_008533.1.700465.89,79,130,107,99,100,102
Inter.NC_008533.1.700465.9,210,315,284,246,270,236
Inter.NC_008533.1.700465.90,70,94,99,79,84,62
Inter.NC_008533.1.700465.91,124,167,165,160,160,150
Inter.NC_008533.1.700465.92,77,88,90,68,97,76
Inter.NC_008533.1.700465.93,70,90,121,104,111,99
Inter.NC_008533.1.700465.94,97,165,169,155,151,120
Inter.NC_008533.1.700465.95,100,145,130,95,129,136
Inter.NC_008533.1.700465.96,65,85,122,116,117,103
Inter.NC_008533.1.700465.97,81,92,126,101,114,108
Inter.NC_008533.1.700465.98,51,57,63,61,74,55
Inter.NC_008533.1.700465.99,84,124,140,118,134,117
Inter.NC_008533.1.717143.0,19,11,16,31,25,25
Inter.NC_008533.1.717143.1,26,22,17,49,42,32
Inter.NC_008533.1.717143.10,455,449,402,391,400,311
Inter.NC_008533.1.717143.100,364,430,506,319,372,403
Inter.NC_008533.1.717143.101,118,178,178,157,168,119
Inter.NC_008533.1.717143.102,479,784,826,600,655,570
Inter.NC_008533.1.717143.103,54,83,96,73,73,65
Inter.NC_008533.1.717143.104,32,90,79,69,48,44
Inter.NC_008533.1.717143.105,29,72,72,42,60,44
Inter.NC_008533.1.717143.106,14,40,50,38,36,29
Inter.NC_008533.1.717143.107,13,32,22,18,20,23
Inter.NC_008533.1.717143.108,9,24,23,18,8,14
Inter.NC_008533.1.717143.109,22,41,42,35,26,28
Inter.NC_008533.1.717143.11,58,85,77,64,52,58
Inter.NC_008533.1.717143.110,7,15,17,7,15,8
Inter.NC_008533.1.717143.111,17,24,29,20,22,17
Inter.NC_008533.1.717143.112,9,18,12,10,16,10
Inter.NC_008533.1.717143.113,7,25,16,13,11,14
Inter.NC_008533.1.717143.114,22,34,36,31,24,31
Inter.NC_008533.1.717143.115,13,22,29,20,15,14
Inter.NC_008533.1.717143.116,6,22,22,13,20,10
Inter.NC_008533.1.717143.117,10,32,26,12,11,22
Inter.NC_008533.1.717143.118,17,15,22,15,14,10
Inter.NC_008533.1.717143.119,19,21,27,13,23,13
Inter.NC_008533.1.717143.12,18,21,30,28,21,19
Inter.NC_008533.1.717143.120,17,24,16,21,14,5
Inter.NC_008533.1.717143.121,12,15,10,8,12,7
Inter.NC_008533.1.717143.122,1,3,3,5,2,1
Inter.NC_008533.1.717143.13,83,120,112,72,96,79
Inter.NC_008533.1.717143.14,139,164,170,144,137,130
Inter.NC_008533.1.717143.15,137,193,175,130,133,126
Inter.NC_008533.1.717143.16,131,167,171,128,161,134
Inter.NC_008533.1.717143.17,105,170,138,134,113,127
Inter.NC_008533.1.717143.18,186,245,245,180,242,189
Inter.NC_008533.1.717143.19,136,231,177,179,174,127
Inter.NC_008533.1.717143.2,312,304,295,268,288,240
Inter.NC_008533.1.717143.20,112,140,176,135,140,121
Inter.NC_008533.1.717143.21,178,250,251,191,215,210
Inter.NC_008533.1.717143.22,172,275,241,197,216,216
Inter.NC_008533.1.717143.23,161,274,243,192,232,175
Inter.NC_008533.1.717143.24,197,252,244,193,250,189
Inter.NC_008533.1.717143.25,199,255,281,232,232,201
Inter.NC_008533.1.717143.26,137,190,188,167,173,123
Inter.NC_008533.1.717143.27,123,159,207,149,146,151
Inter.NC_008533.1.717143.28,103,180,213,186,175,159
Inter.NC_008533.1.717143.29,109,130,157,117,109,113
Inter.NC_008533.1.717143.3,611,760,685,596,657,534
Inter.NC_008533.1.717143.30,145,194,205,179,194,187
Inter.NC_008533.1.717143.31,122,189,184,164,206,124
Inter.NC_008533.1.717143.32,184,237,279,234,276,259
Inter.NC_008533.1.717143.33,147,185,207,165,199,182
Inter.NC_008533.1.717143.34,145,165,212,170,165,173
Inter.NC_008533.1.717143.35,163,245,266,221,290,233
Inter.NC_008533.1.717143.36,142,176,184,190,179,181
Inter.NC_008533.1.717143.37,83,99,131,97,101,102
Inter.NC_008533.1.717143.38,110,149,157,130,131,159
Inter.NC_008533.1.717143.39,104,117,130,126,159,106
Inter.NC_008533.1.717143.4,364,340,375,330,328,295
Inter.NC_008533.1.717143.40,183,230,217,202,231,196
Inter.NC_008533.1.717143.41,170,203,223,212,237,196
Inter.NC_008533.1.717143.42,142,202,208,193,215,182
Inter.NC_008533.1.717143.43,179,220,229,212,274,267
Inter.NC_008533.1.717143.44,144,161,190,167,173,173
Inter.NC_008533.1.717143.45,180,252,282,244,233,219
Inter.NC_008533.1.717143.46,152,189,217,163,200,157
Inter.NC_008533.1.717143.47,189,304,286,292,284,286
Inter.NC_008533.1.717143.48,94,139,128,136,150,128
Inter.NC_008533.1.717143.49,209,327,301,269,316,289
Inter.NC_008533.1.717143.5,325,334,298,346,284,228
Inter.NC_008533.1.717143.50,109,130,128,122,144,114
Inter.NC_008533.1.717143.51,102,129,146,143,87,96
Inter.NC_008533.1.717143.52,213,263,331,277,280,298
Inter.NC_008533.1.717143.53,239,324,367,302,364,341
Inter.NC_008533.1.717143.54,166,212,253,263,292,208
Inter.NC_008533.1.717143.55,21,36,31,26,29,37
Inter.NC_008533.1.717143.56,17,11,26,26,32,29
Inter.NC_008533.1.717143.57,167,238,241,334,282,254
Inter.NC_008533.1.717143.58,329,473,390,524,544,508
Inter.NC_008533.1.717143.59,332,437,461,541,544,511
Inter.NC_008533.1.717143.6,519,537,483,430,469,424
Inter.NC_008533.1.717143.60,147,201,194,264,259,250
Inter.NC_008533.1.717143.61,296,376,400,453,467,460
Inter.NC_008533.1.717143.62,232,342,370,435,454,438
Inter.NC_008533.1.717143.63,134,166,190,234,230,213
Inter.NC_008533.1.717143.64,125,168,178,226,216,189
Inter.NC_008533.1.717143.65,117,134,177,266,218,223
Inter.NC_008533.1.717143.66,221,271,317,354,405,299
Inter.NC_008533.1.717143.67,293,389,410,465,501,445
Inter.NC_008533.1.717143.68,275,403,447,473,460,447
Inter.NC_008533.1.717143.69,364,463,502,585,654,533
Inter.NC_008533.1.717143.7,485,537,486,436,439,420
Inter.NC_008533.1.717143.70,255,337,329,421,394,369
Inter.NC_008533.1.717143.71,497,671,702,827,874,856
Inter.NC_008533.1.717143.72,318,465,523,541,612,514
Inter.NC_008533.1.717143.73,232,293,341,474,482,399
Inter.NC_008533.1.717143.74,252,350,358,472,503,433
Inter.NC_008533.1.717143.75,230,353,324,443,449,362
Inter.NC_008533.1.717143.76,429,551,531,654,748,611
Inter.NC_008533.1.717143.77,312,449,470,536,572,533
Inter.NC_008533.1.717143.78,373,539,556,641,701,533
Inter.NC_008533.1.717143.79,153,242,245,297,303,253
Inter.NC_008533.1.717143.8,544,572,531,493,489,417
Inter.NC_008533.1.717143.80,211,321,301,360,369,293
Inter.NC_008533.1.717143.81,320,585,580,639,616,556
Inter.NC_008533.1.717143.82,458,639,675,658,745,695
Inter.NC_008533.1.717143.83,389,546,534,603,660,540
Inter.NC_008533.1.717143.84,474,640,709,704,783,716
Inter.NC_008533.1.717143.85,481,621,727,695,695,623
Inter.NC_008533.1.717143.86,719,1197,1230,1240,1293,1183
Inter.NC_008533.1.717143.87,358,527,554,546,568,479
Inter.NC_008533.1.717143.88,250,342,378,347,354,338
Inter.NC_008533.1.717143.89,601,937,961,899,958,889
Inter.NC_008533.1.717143.9,434,412,430,327,380,303
Inter.NC_008533.1.717143.90,684,1151,1097,1158,1209,1014
Inter.NC_008533.1.717143.91,484,790,799,820,856,718
Inter.NC_008533.1.717143.92,363,577,488,538,591,559
Inter.NC_008533.1.717143.93,329,526,530,526,539,474
Inter.NC_008533.1.717143.94,781,1235,1250,1154,1258,1129
Inter.NC_008533.1.717143.95,821,1219,1301,1203,1303,1179
Inter.NC_008533.1.717143.96,698,1145,1236,1092,1230,1118
Inter.NC_008533.1.717143.97,737,1309,1350,1210,1243,1186
Inter.NC_008533.1.717143.98,494,806,981,830,869,701
Inter.NC_008533.1.717143.99,445,512,547,473,435,400
Inter.NC_008533.1.729726.0,1,4,6,4,4,6
Inter.NC_008533.1.729726.1,3,5,5,5,0,2
Inter.NC_008533.1.730313.0,5,5,8,2,6,0
Inter.NC_008533.1.730313.1,60,72,62,40,52,46
Inter.NC_008533.1.730313.10,3,3,3,3,1,0
Inter.NC_008533.1.730313.11,0,0,0,1,0,0
Inter.NC_008533.1.730313.2,151,244,193,168,189,197
Inter.NC_008533.1.730313.3,48,69,74,49,63,47
Inter.NC_008533.1.730313.4,106,122,110,86,115,80
Inter.NC_008533.1.730313.5,52,114,107,77,86,87
Inter.NC_008533.1.730313.6,63,108,111,79,63,73
Inter.NC_008533.1.730313.7,75,98,108,64,78,72
Inter.NC_008533.1.730313.8,91,123,122,89,114,110
Inter.NC_008533.1.730313.9,2,2,4,1,2,0
Inter.NC_008533.1.733736.0,1,0,0,0,1,0
Inter.NC_008533.1.733736.1,3,1,2,0,2,1
Inter.NC_008533.1.733736.2,0,0,0,0,0,0
Inter.NC_008533.1.734195.0,2,1,1,0,0,1
Inter.NC_008533.1.734195.1,0,0,0,0,0,0
Inter.NC_008533.1.734195.10,191,214,174,229,236,166
Inter.NC_008533.1.734195.100,208,356,295,282,273,247
Inter.NC_008533.1.734195.101,176,267,255,232,215,220
Inter.NC_008533.1.734195.102,279,381,435,320,354,313
Inter.NC_008533.1.734195.103,248,392,377,323,352,310
