,readcount_cph1-efg1_0min_1,readcount_cph1-efg1_0min_3,readcount_cph1-efg1_0min_4,readcount_cph1-efg1_75min_1,readcount_cph1-efg1_75min_3,readcount_cph1-efg1_75min_4,readcount_Evo_0min_1,readcount_Evo_0min_3,readcount_Evo_0min_4,readcount_Evo_75min_1,readcount_Evo_75min_3,readcount_Evo_75min_4
orf19.7119,12504,6047,6332,9062,7526,8257,6597,20133,4899,5562,5446,9863
orf19.712,1860,926,958,1073,910,853,1156,4164,957,996,1011,1651
orf19.7121,4292,2312,2107,2196,2144,2232,2234,6874,1584,1573,1752,3754
orf19.7123,8116,3522,3446,4373,3918,4318,4147,11995,2716,2809,2548,5389
orf19.7124,25233,11711,11645,14885,10700,12513,15115,42000,9330,9524,8992,16022
orf19.7125,7272,3652,4389,4923,4510,4541,3244,10706,3251,3276,3326,5744
orf19.7127,141,69,84,119,94,109,29,132,14,38,56,95
orf19.7127.1,5,2,1,12,5,8,0,9,0,3,2,14
orf19.7128,4322,2137,2010,2241,1724,2129,1886,7486,1430,1312,1493,2658
orf19.713,4216,2640,2166,2827,2023,2612,2390,9555,2275,1963,1812,3592
orf19.7130,347,189,168,192,171,162,180,709,124,118,148,309
orf19.7131,2253,989,953,1411,1283,1369,916,4406,715,662,977,1876
orf19.7136,48084,22765,22758,29890,24137,26132,25050,70588,16155,17087,17046,30112
orf19.7139,2809,1383,1261,1960,1498,1767,1286,3792,893,946,987,1908
orf19.714,1453,889,853,1250,928,1086,1040,3670,890,1021,1014,1960
orf19.7140,4523,1784,1656,2383,1650,1825,2156,5859,996,1105,994,1988
orf19.7141,6031,2361,2554,3171,2627,2565,3021,8914,1832,2064,1842,3230
orf19.7144,11147,5035,5031,7137,6225,6591,5965,17449,3830,4807,4613,8651
orf19.7148,399,210,178,330,423,397,235,842,179,335,390,820
orf19.7149,10695,3727,3939,7711,7391,6799,5899,14563,2983,5382,4894,9260
orf19.715,275,137,101,237,176,210,165,593,113,252,230,360
orf19.7150,18575,7689,7921,7484,5749,6707,11485,27653,5252,3720,2962,7229
orf19.7151,24,5,2,1,0,2,21,25,3,3,2,3
orf19.7152,12048,5374,5570,9009,8093,7156,7989,23985,5624,5944,5742,9599
orf19.7153,7066,4829,4418,5977,3951,5027,3189,12985,3363,3761,3501,6346
orf19.7154,8597,6070,6090,9894,7892,10194,3304,14855,4594,5660,6206,9791
orf19.7156,1037,576,504,841,790,771,470,1614,343,622,627,1115
orf19.7157,336,177,186,374,324,335,202,644,168,265,229,452
orf19.7158,429,233,166,379,285,316,273,763,129,280,261,575
orf19.7159,1739,967,1020,1499,1071,1388,856,3100,874,910,877,1651
orf19.716,538,296,381,961,865,860,334,1435,484,1079,1037,1906
orf19.7160,5768,3665,3577,4762,4022,4903,2212,8404,2643,3026,2906,5063
orf19.7161,38177,22619,19207,22223,18097,21512,17856,61544,15525,13243,13120,25269
orf19.7163,1637,809,672,941,656,837,809,2302,421,470,425,925
orf19.7164,3301,1457,1542,1655,1213,1322,1936,5620,1182,1094,903,1928
orf19.7165,2142,1191,945,1209,820,1014,1065,3617,700,645,531,1249
orf19.7166,1133,630,693,1394,1255,1405,828,1828,425,782,738,1433
orf19.7167,2,3,2,2,2,0,0,2,1,1,1,3
orf19.717,28188,20083,18409,33414,24434,31215,14556,74809,15212,21147,17568,32600
orf19.7170,4,2,6,8,7,4,0,6,0,3,4,3
orf19.7173,359,219,177,203,208,169,176,590,139,195,176,389
orf19.7175,4404,2556,2319,3564,2572,3289,2269,7606,1838,2050,2035,4086
orf19.7176,10081,4801,4807,5989,4747,5261,5407,15477,3303,3505,3144,5998
orf19.7177,9188,4085,4953,6742,5214,5699,4542,13414,3741,4217,4124,6689
orf19.7178,21275,10063,9061,11537,9656,10266,10927,31629,5932,7167,6948,11656
orf19.7179,5655,2877,3111,5088,3667,4326,2587,9068,1942,2728,2405,4243
orf19.718,809,748,664,1110,820,1098,365,2178,617,677,764,1362
orf19.7181,4374,1858,1961,2049,1542,1657,2417,7013,1350,1418,1218,2374
orf19.7182,4205,2665,2577,3500,2747,3295,1793,6893,1922,2045,1983,3813
orf19.7183,3405,1619,1564,1782,1156,1513,1725,4965,1135,1082,870,1686
orf19.7184,3376,1699,1630,1924,1513,1700,1638,4951,1238,1274,1196,2069
orf19.7185,8638,4628,4418,5143,3888,4596,4344,14744,3463,3311,2948,5431
orf19.7186,6576,3855,3426,3242,2728,3082,3251,10919,2358,1548,1578,3338
orf19.7187,10606,7293,6565,11755,9030,10911,4201,18131,3540,6083,5186,9981
orf19.7188,64623,41066,32501,42870,34642,44477,30884,102613,32248,28815,27867,60033
orf19.719,3771,1551,1611,2137,1825,1845,3280,8470,1902,2604,2138,4090
orf19.7190,1870,1149,986,1224,884,1086,662,2477,685,579,521,1164
orf19.7192,36,14,13,4,7,7,13,41,9,5,5,9
orf19.7193,13690,7429,8033,10637,8422,9695,6378,20354,5959,6511,6275,11203
orf19.7194,899,839,639,1585,918,1378,293,1931,367,611,509,920
orf19.7195,5936,3548,2817,3537,2447,3274,2912,9545,1899,1880,1568,3240
orf19.7196,6274,2734,2460,3033,2835,2252,3775,7976,1261,1896,1879,2977
orf19.7197,3160,2907,3584,5135,3903,5232,1011,6088,2566,2883,2649,4752
orf19.7198,5042,3380,3594,3744,3155,3476,2268,9414,2577,2290,2300,4310
orf19.7199,3285,1708,1490,2397,1709,2022,2152,5395,1258,1264,1149,2234
orf19.720,41,17,8,20,35,22,62,97,17,54,40,79
orf19.7200,878,506,438,519,458,439,438,1361,289,246,271,516
orf19.7201,10626,5054,4822,5597,4790,4887,5528,15726,3288,3519,3226,5971
orf19.7202,2909,1920,1579,2048,1732,1879,1134,4580,970,1136,1055,2092
orf19.7203,5866,4537,4200,6613,4727,5954,2217,10570,2734,3289,2965,5366
orf19.7204,1376,477,653,338,317,193,595,1615,362,200,154,240
orf19.7205,626,282,377,461,426,405,599,1665,426,545,485,1086
orf19.7206,1153,469,401,634,419,530,928,2406,539,570,464,953
orf19.7207,2361,911,1141,1363,1105,1135,1982,5148,1205,1496,1407,2381
orf19.7208,2,0,1,1,1,2,0,0,1,1,0,1
orf19.7209,15,9,2,13,9,6,10,21,9,10,10,23
orf19.721,1006,699,760,996,799,1015,581,2786,807,862,831,1457
orf19.7210,1056,483,362,795,658,639,765,1780,401,696,629,1333
orf19.7212,2380,1059,1153,1700,1265,1336,1945,5209,1208,1588,1432,2782
orf19.7213,1772,917,934,925,788,759,1270,3864,949,875,907,1525
orf19.7214,2481,1150,1216,1438,1160,1146,2136,6146,1452,1621,1700,3106
orf19.7215,12029,7982,7723,9529,8428,10181,8168,30568,9621,10161,10156,19594
orf19.7215.3,11281,7268,6183,11762,8078,10453,5416,27121,4967,6393,5693,10663
orf19.7216,3788,1837,1778,2086,1512,1701,3148,8748,1996,2118,1897,3634
orf19.7217,155825,85784,83713,92893,80563,92458,122289,414367,116272,87694,89988,179254
orf19.7218,12066,3245,2888,10637,8148,6976,9276,16923,3575,5181,4895,9990
orf19.7219,6762,3913,3992,18818,7633,8133,6345,21993,7251,9564,6685,11495
orf19.7221,4807,2485,2361,3605,2865,2937,3823,11691,2724,3322,3328,5663
orf19.7222,5009,3568,2962,3935,2919,4075,2545,12613,2831,2721,2471,4731
orf19.7223,1669,1064,1098,1449,1142,1402,1282,5233,1386,1716,1600,3208
orf19.7224,6511,3196,3027,3841,2810,3252,4636,13639,3108,3401,3099,5866
orf19.7225,138,67,69,228,176,157,169,404,118,348,266,494
orf19.7227,779,218,252,325,342,252,958,1926,420,478,346,648
orf19.7228,4534,1868,1807,2107,1735,1682,3459,10059,2065,2124,1933,3202
orf19.7229,6899,2746,3362,3274,2621,2482,6287,17309,4181,3473,2953,5515
orf19.723,2116,1282,1075,2120,2267,2062,1428,5260,1149,3052,3165,5458
orf19.7231,3599,2924,3368,3530,3341,4196,2635,12332,4387,4844,5153,8972
orf19.7232,5019,2608,2050,2512,2023,2282,3597,10552,2096,2013,2102,3904
orf19.7234,9679,5052,5239,6487,4969,5614,7171,22999,6043,5834,5334,9969
orf19.7235,2364,925,1112,1352,1080,1200,1711,4546,1362,1462,1238,2648
orf19.7236,19347,10427,9470,13810,11435,13478,14515,45694,11867,12570,11996,23840
orf19.7237,957,542,549,710,586,706,779,2564,636,684,657,1256
orf19.7238,49485,23087,24451,24222,24781,23437,32844,90303,26557,25296,25606,43719
orf19.7239,20252,10548,12188,15462,13289,14156,14298,46935,13298,17354,17126,30553
orf19.7242,3104,1192,1225,1677,1560,1249,2324,5730,1242,1589,1569,2453
orf19.7243,4499,1963,1976,2536,1888,2229,3395,8831,1950,2008,1853,3441
orf19.7244,2918,1243,1077,2260,1504,1662,2188,6238,1189,1606,1387,2689
orf19.7245,1303,840,660,1376,953,1225,725,3441,687,942,826,1518
orf19.7247,13719,6030,8411,8844,11358,9818,8603,29511,8221,10645,12416,22609
orf19.725,434,205,296,348,283,290,337,932,351,332,307,610
orf19.7250,3807,1635,1637,1706,1919,1703,2823,7150,1598,1794,1720,3093
orf19.7251,1573,663,997,1408,1354,1373,1615,4310,1193,1576,1478,2875
orf19.7252,31,14,18,16,8,11,39,95,18,32,27,45
orf19.7254,1602,1072,954,1561,1106,1438,1131,4499,1063,1178,1272,2249
orf19.7255,6371,4205,3885,4123,3503,3872,3768,14651,4305,3294,3562,6142
orf19.7257,1560,930,1050,1324,1213,1343,1225,4633,1229,1329,1333,2560
orf19.7258,7164,3312,3287,4603,3841,4310,5785,16350,3531,4942,4466,8689
orf19.726,2107,1150,1287,1748,1548,1463,1296,4313,1151,1465,1387,2387
orf19.7260,2127,963,934,1495,1284,1327,1926,5447,1159,1311,1185,2540
orf19.7261,16123,8123,8268,12677,9824,11676,11650,37354,8628,10668,10365,21026
orf19.7263,10223,5045,4340,6886,5663,6844,8365,22425,5471,5704,5583,12500
orf19.7264,19625,9629,9267,11520,8683,10480,16289,47206,10413,11121,10746,19931
orf19.7265,5919,2583,2573,3350,2629,3268,4839,13757,3058,3529,3019,6622
orf19.7266,2296,938,864,1166,947,996,2102,5373,952,1137,963,1969
orf19.7267,1404,631,653,978,861,1014,1068,3338,841,810,749,1744
orf19.7269,16231,6317,6377,7494,6533,7423,10700,32595,7592,6534,6332,13429
orf19.727,236,114,130,120,103,114,130,364,102,108,81,183
orf19.7270,18352,8862,8576,10225,9172,9279,11979,35565,7719,7978,8111,14332
orf19.7271,4634,2349,2305,2822,2408,2520,2767,8986,1995,2188,1998,3874
orf19.7272,1098,469,882,730,705,738,683,1899,633,650,654,1154
orf19.7274,2517,1151,1488,1748,1575,1522,1667,4711,1372,1564,1532,2547
orf19.7275,1410,600,718,896,850,766,1178,3343,778,970,954,1438
orf19.7276.1,52,21,16,41,19,21,13,33,4,16,6,14
orf19.7277,1492,596,654,624,723,597,1274,3777,592,735,760,1268
orf19.7278,156,43,47,80,50,48,371,413,149,126,100,164
orf19.7279,1731,921,763,605,430,487,1440,4486,894,613,528,1026
orf19.7279.1,83,46,69,18,31,9,30,161,61,64,56,63
orf19.728,1009,518,469,670,452,461,783,2122,427,557,487,939
orf19.7280,0,0,0,0,1,1,2,1,2,0,0,0
orf19.7281,1302,615,635,483,365,312,871,2614,515,607,539,862
orf19.7282,2842,1208,1292,1893,1760,1579,2574,6144,1375,2106,2091,3742
orf19.7283,13,2,3,7,8,4,21,22,8,7,10,17
orf19.7284,772,376,452,531,439,465,655,1960,474,526,479,940
orf19.7285,3167,1767,1448,1636,1305,1545,2467,8495,1844,2028,1748,4041
orf19.7286,10011,4884,4776,5798,4925,5159,8083,23286,5087,5552,4937,9690
orf19.7288,1005,432,518,481,365,378,792,2266,484,558,503,961
orf19.729,2683,1242,1333,1405,1105,1246,2092,6894,1529,1548,1387,2491
orf19.7290,7517,4131,3494,3722,2989,3702,5688,17331,4154,3600,3214,6337
orf19.7291,3255,1898,1932,2997,2138,2859,1891,7891,2294,2552,2532,4460
orf19.729.1,6324,2224,3015,3250,2711,2744,5675,12962,2924,3272,2965,5090
orf19.7292,16111,7274,7553,8640,7015,7710,13166,37298,7944,8299,7675,13649
orf19.7293,1894,1089,959,1178,926,1077,1089,4738,904,1062,1158,2216
orf19.7295,1334,649,770,981,665,807,965,3488,747,950,810,1568
orf19.7296,4760,1837,3206,5911,4720,4583,2715,6706,2064,3022,2935,4853
orf19.7297,1744,949,1031,2465,1811,1927,2258,7448,1561,2666,2112,4030
orf19.7298,3319,1971,1886,2631,2120,2309,1911,8011,1832,2910,2733,4779
orf19.7299.1,252,112,187,190,153,143,204,558,200,206,174,352
orf19.73,3071,1801,2841,3141,2159,2562,1929,7950,2742,2962,2440,3953
orf19.730,7025,2504,3489,3890,3118,3315,6226,14290,3534,3734,3425,6096
orf19.7300,658,349,485,295,331,274,483,1450,330,413,384,644
orf19.7301,3288,1555,1442,1943,1699,1924,2259,6884,1488,1794,1770,3740
orf19.7303,261,150,90,112,106,99,187,614,98,136,129,192
orf19.7304,3881,1914,1936,2808,2116,2105,3051,9948,2292,3405,3168,5170
orf19.7305,685,341,408,583,484,528,769,2154,545,677,589,1179
orf19.7306,1925,1116,1207,1366,1002,1016,1166,3699,864,875,777,1472
orf19.7307,2450,1849,1774,2399,1953,2493,972,5142,1300,1659,1814,3292
orf19.7308,29469,14962,13964,17312,14492,15485,18766,60369,12670,17119,17186,29109
orf19.731,5590,2915,3175,4356,3617,4057,4065,13387,3379,4190,4132,7111
orf19.7310,327,204,191,263,227,249,349,1130,272,380,334,739
orf19.7311,176,96,109,144,101,147,104,460,109,132,102,291
orf19.7312,28567,16482,15836,15361,12454,14840,23634,75474,19413,13436,13526,24430
orf19.7313,1972,1135,1757,405,271,371,1188,5436,1641,349,319,610
orf19.7314,4888,1749,1912,2267,1438,1797,2409,8607,1387,2854,2327,3840
orf19.7316,584,325,331,311,323,301,619,2005,408,437,400,840
orf19.7317,945,430,457,417,276,343,712,2265,513,330,263,584
orf19.7319,845,316,450,483,385,387,619,1762,478,628,446,842
orf19.732,776,298,471,550,936,460,689,1642,460,924,976,1214
orf19.7320,11,5,8,16,24,10,33,79,20,48,55,117
orf19.7321,2889,1319,1531,1968,1494,1676,2451,7012,1640,2033,1777,3462
orf19.7322,5469,3682,3418,3753,2998,3660,3711,13006,3999,3363,3351,6109
orf19.7323,12135,4662,4280,5661,3712,4033,10681,24782,4522,5109,4561,6946
orf19.7324,318,179,210,317,209,305,382,1155,329,358,340,658
orf19.7325,5522,2709,2182,3724,2666,3324,3755,11252,2183,2917,2458,4423
orf19.7326,2567,1430,1413,1948,1483,1809,2119,6400,1735,1813,1766,3017
orf19.7327,11594,6723,6381,7508,6637,7448,7447,24291,6490,6701,7130,13033
orf19.7328,11705,4639,4631,6238,4953,4876,11076,28171,5341,6708,5707,11270
orf19.7329,9920,3716,3558,4179,3569,3708,8053,19679,3853,4338,3914,7145
orf19.733,512,193,259,659,735,644,622,1516,389,883,943,1538
orf19.7330,7,5,0,7,4,3,21,43,17,11,9,11
orf19.7331,158,94,95,213,161,174,223,622,178,270,215,494
orf19.7332,12248,8417,8762,13892,11288,13500,7381,31425,10583,12539,12280,21456
orf19.7335,7997,4217,3945,5187,4018,4822,5761,17759,4120,4952,4596,8830
orf19.7336,4,2,2,4,4,6,4,15,8,9,9,19
orf19.7337,1430,775,882,699,752,692,970,3070,642,722,746,1235
orf19.7339,801,342,492,650,593,506,713,1972,485,765,600,1050
orf19.734,2611,826,597,1780,1610,1220,2217,3223,309,2276,1896,3122
orf19.7340,149,30,21,30,31,28,207,374,62,52,56,61
orf19.7341,2923,1414,1388,1797,1640,1744,2106,7422,1595,1867,1896,3142
orf19.7341.1,3168,1272,1630,756,951,734,1814,5058,1129,924,882,1276
orf19.7342,766,433,387,459,355,400,573,2076,413,458,403,941
orf19.7343,1466,778,817,1054,793,889,1069,3427,789,836,864,1549
orf19.7344,625,379,424,586,445,462,497,1793,525,602,537,929
orf19.7345,1335,606,622,637,627,576,1135,3105,703,851,704,1343
orf19.7347,1639,929,794,957,676,852,1156,3530,824,811,646,1432
orf19.7348,8,2,1,2,0,1,3,9,2,5,3,3
orf19.7349,4665,3058,2673,3971,2955,3677,3461,13872,3409,3865,3813,7852
orf19.7350,5235,2448,3014,3715,4429,4036,6501,20822,3889,6188,5783,13359
orf19.7353,2072,1253,1132,1656,1294,1452,1396,5072,1112,1422,1497,2764
orf19.7354,2182,1537,1265,1369,1061,1381,1499,5858,1174,1134,1123,2076
orf19.7355,846,457,430,446,355,415,661,1989,444,469,425,956
orf19.7356,55,30,23,48,36,41,42,104,13,51,46,128
orf19.7357,1235,624,439,769,645,565,873,2925,487,786,702,1201
orf19.7358,1275,981,1014,1324,958,1059,854,4007,1153,1148,1130,1786
orf19.7359,2157,1258,1296,1457,1092,1205,1535,5941,1348,1533,1485,2413
orf19.736,1920,891,953,1325,1032,990,1482,4288,921,1230,1154,1786
orf19.7360,605,406,388,386,278,346,540,1772,475,346,339,675
orf19.7361,854,671,663,1024,767,1056,437,1928,655,745,673,1074
orf19.7362,7959,4809,5019,12031,9942,11836,6212,24084,5638,11827,11886,23812
orf19.7363,2258,1251,1277,1969,1577,2002,1265,4558,940,1958,1908,4157
orf19.7364,18,11,2,11,11,10,22,65,14,23,19,43
orf19.7365,1235,514,663,700,525,558,1081,2979,719,699,620,1098
orf19.7366,1315,925,862,1379,1027,1365,1126,4342,1215,1234,1202,2264
orf19.7367,3565,2269,2144,2876,2323,2593,2615,10954,2691,3135,2802,5095
orf19.7368,8927,4683,4843,6048,5016,5515,5783,19808,4658,5368,5291,9754
orf19.7369,1138,576,559,743,479,628,843,2553,684,537,527,904
orf19.7370,667,520,678,751,566,705,562,2748,858,564,551,991
orf19.7371,421,256,336,385,339,352,311,1442,312,406,436,689
orf19.7372,2230,1546,1371,1587,1210,1497,1447,6194,1361,1238,1161,2094
orf19.7374,6151,2360,3204,1792,1617,1593,6569,19673,4449,1628,1599,2741
orf19.7375,821,615,519,652,471,601,682,2610,564,578,512,947
orf19.7376,997,685,555,1032,726,940,612,2598,587,764,761,1477
orf19.7377,2090,986,1201,919,783,778,1381,4382,911,826,823,1413
orf19.7378,5642,2683,2733,3111,2907,3064,4432,14009,3214,3711,3537,6907
orf19.7379,401,187,236,390,317,343,236,788,217,468,423,847
orf19.738,6349,2545,3349,4107,3598,3421,4805,13196,3338,4090,3706,6584
orf19.7380,368,184,204,398,393,336,200,624,153,507,554,922
orf19.7381,1233,770,867,810,578,672,1983,7194,1974,1113,1067,1883
orf19.7382,51309,27238,25194,35373,28588,31954,45016,133365,33031,33935,34752,59133
orf19.7383,5317,2960,2874,4105,3225,3666,4013,14705,3278,3757,3811,6737
orf19.7384,8801,6490,7811,10363,9387,11510,4632,21734,9628,10563,10471,18871
orf19.7385,10,6,1,15,24,8,10,19,9,20,25,44
orf19.7386,3682,2719,2354,3915,2764,3571,2043,10806,2164,2844,2398,4352
orf19.7387,2088,1935,2245,3391,2729,3388,1259,7811,2795,3015,3107,5242
orf19.7388,8095,4650,4661,6403,4866,6158,5572,19670,5146,5880,5634,11033
orf19.7389,1111,539,418,439,407,447,738,2350,457,598,591,1276
orf19.7391,2559,1496,1405,2162,1875,1894,1678,6792,1646,2180,2110,3632
orf19.7392,6663,4484,6408,8405,7475,8057,4042,18109,7797,9311,9709,16635
orf19.7393,2028,1129,1289,2513,2143,2041,1694,6014,1580,2752,2697,4279
orf19.7394,8294,4954,4552,5857,5001,5963,4537,16042,4056,4551,4860,9363
orf19.7395,10,11,15,25,18,23,12,36,13,27,24,45
orf19.7396,470,197,151,568,292,567,701,1001,215,540,522,823
orf19.7397,1513,943,791,1286,982,1174,1033,4157,940,1114,1117,2008
orf19.7397.1,3453,2746,3019,4431,4011,5051,1523,8482,3282,4016,4089,7602
orf19.7397.3,1008,542,471,645,381,520,843,2482,520,456,419,889
orf19.7398,0,0,0,0,0,0,0,0,0,0,0,0
orf19.7398.1,75162,36540,33534,46261,32434,39269,54243,174997,40759,38491,35098,65857
orf19.74,1231,463,703,770,576,593,968,3028,696,780,728,1179
orf19.740,3748,2095,3761,3094,3831,3270,1727,10152,3634,4629,4520,8742
orf19.7400,9249,4144,4087,1890,1729,2018,6440,18216,4980,1614,1824,4019
orf19.7401,2179,1482,1227,1679,1259,1450,1369,5844,1262,1211,1261,2281
orf19.7402,7149,3819,3337,4266,3549,3503,4602,14981,3338,3516,3543,6021
orf19.7403,2549,1233,1265,1524,1337,1240,2057,5759,1290,1528,1365,2715
orf19.7404,5307,2024,1805,2523,1948,2171,5439,10610,2608,2465,2204,4157
orf19.7405,1763,601,564,588,483,547,1632,3256,716,669,516,924
orf19.7406,1121,587,540,983,813,912,800,2740,680,890,941,1591
orf19.7409,11459,6288,5698,7885,6044,7531,6976,22567,5384,6257,6291,12269
orf19.7409.1,1895,1629,1110,1468,990,1302,1006,5350,987,879,761,1446
orf19.741,8,1,1,0,5,0,4,4,1,1,1,5
orf19.7410,2432,1429,1456,2409,1811,2150,1707,5915,1227,1880,1800,2804
orf19.7411,53,73,94,255,203,289,17,247,85,142,145,280
orf19.7412,2603,1609,1432,2174,1651,1829,2092,7062,1492,1924,1899,3260
orf19.7413,1483,760,716,964,719,851,1185,3191,801,859,740,1414
orf19.7414,819,354,543,591,663,603,607,1988,605,781,817,1326
orf19.7417,75158,36439,33827,46651,32297,39065,54688,176483,40696,38460,35401,65662
orf19.7419,1493,747,667,944,623,884,773,2287,569,606,532,1124
orf19.742,54,24,12,40,45,44,103,261,26,193,137,268
orf19.7420,1069,514,494,693,415,545,915,2659,572,573,494,950
orf19.7421,21708,10303,10216,12956,10131,11688,15049,46869,9953,10451,10618,19560
orf19.7422,5532,4014,4545,7225,5345,7441,3046,13948,5593,7319,6857,11638
orf19.7424,924,868,1010,1488,1309,1771,423,2414,1146,1345,1330,2651
orf19.7425,1907,993,941,1574,1291,1488,1372,4558,1042,1655,1663,3148
orf19.7426,2343,1490,1271,1577,1205,1494,1589,5769,1280,1513,1483,2853
orf19.7427,3120,2145,2101,2847,2402,2759,1868,7890,2179,2313,2706,4377
orf19.7428,4310,2179,1938,2904,2193,2581,3088,9543,2162,2461,2295,4200
orf19.7433,13946,6894,8046,11435,9718,9955,10231,31027,8226,10241,10408,16578
orf19.7434,306,155,120,243,286,206,53,106,28,245,261,388
orf19.7436,102,48,51,91,84,60,199,590,108,104,103,219
orf19.7436.1,1435,741,636,1195,922,1107,1523,4407,825,1280,1151,2255
orf19.7437,1837,820,703,1193,856,973,2211,4378,754,1080,835,1635
orf19.7438,15558,7766,8466,11003,9006,9564,11959,36827,9121,10902,10456,17980
orf19.744,206,95,90,293,275,280,113,387,68,394,354,674
orf19.7440,19,9,5,26,24,21,21,71,11,66,71,101
orf19.7441,339,212,250,816,827,816,276,1056,244,744,730,1307
orf19.7442,400,284,273,896,837,908,262,1297,272,831,889,1574
orf19.7443,405,331,370,573,343,540,233,1200,326,375,315,569
orf19.7444,1609,766,808,910,653,779,1374,3865,822,768,627,1395
orf19.7445,2100,807,989,3096,3635,3309,2194,4334,1195,2636,2727,5792
orf19.7446,5700,3058,2799,2986,2446,2667,4012,12271,2767,2622,2356,4278
orf19.7447,23,11,7,29,23,16,16,47,13,47,30,47
orf19.7448,4647,2432,2462,7446,5969,6370,4074,13715,2960,6856,6152,11604
orf19.7449,632,345,473,539,465,437,442,1428,533,555,521,911
orf19.745,8282,4019,4376,5512,4224,4544,5654,16653,4339,5424,4867,8671
orf19.7450,3273,1603,1866,2243,1744,1710,2206,7669,1937,1927,1572,2713
orf19.7451,2196,1200,1602,2142,2075,1890,1246,4385,1479,1328,1362,2505
orf19.7452,495,284,344,551,401,462,307,1091,321,411,369,618
orf19.7453,776,429,351,514,404,551,472,1919,320,352,386,744
orf19.7454,4406,2553,2476,2504,1983,2389,3312,11507,2664,2359,2307,4492
orf19.7455,51,11,23,22,18,23,49,140,26,51,53,88
orf19.7456,560,246,283,242,170,201,442,1464,246,350,243,734
orf19.7457,816,347,444,446,525,405,510,1635,429,513,466,788
orf19.7458,2236,992,894,1255,1020,1136,1620,3983,889,1123,938,1883
orf19.7459,9376,4024,3615,5395,4243,4678,14738,23258,4965,5986,4940,8096
orf19.746,882,503,595,809,665,708,614,2277,724,849,805,1362
orf19.7460,756,549,487,890,603,752,528,2123,536,634,629,1003
orf19.7463,106,56,56,113,119,112,130,396,87,177,172,348
orf19.7464,9,0,1,0,2,1,7,10,0,6,2,5
orf19.7466,54004,28717,30760,43661,50090,42757,50412,156331,38158,64582,61206,116469
orf19.7468,1777,1060,1048,752,459,588,1258,4398,909,511,387,807
orf19.7469,137,65,49,471,610,381,163,465,137,447,554,942
orf19.747,1422,775,978,920,723,857,963,3429,785,702,515,1128
orf19.7472,362,100,231,317,362,221,332,736,188,597,507,796
orf19.7473,2832,1354,1677,1509,1085,1255,1901,6358,1799,1577,1181,2156
orf19.7475,978,505,457,1248,1044,1316,811,2214,502,1276,1416,2287
orf19.7477,17310,10480,9567,12784,10447,11616,12551,38236,9647,10779,10232,18430
orf19.7478,3876,3070,2819,4361,3075,4043,2470,12772,2821,3577,3154,5721
orf19.7479,924,520,472,998,685,880,935,2205,532,966,792,1437
orf19.748,4259,2422,2887,3975,3113,3278,2897,9845,2891,3670,3421,5565
orf19.7480,20,10,2,11,6,10,20,39,6,13,5,12
orf19.7481,5250,2931,3172,4238,3801,3484,3764,14031,3235,4210,3743,5804
orf19.7482,4,7,1,1,2,1,5,13,2,1,3,2
orf19.7483,6559,3329,3429,4213,3442,3766,4791,15680,3620,3991,3899,6777
orf19.7484,6152,3197,2857,7944,6531,7128,3061,10569,2323,6708,6779,11711
orf19.7485,9286,5195,4767,8502,6412,7291,5513,20630,4944,6474,5752,10873
orf19.7486,3396,2127,1731,2854,2050,2625,1777,8006,1671,2136,1781,3451
orf19.7487,6172,3390,3459,3646,3053,3504,4923,17251,4502,4267,3926,7875
orf19.7488,2600,1954,1953,2552,1969,2584,1300,6103,2009,2124,2119,3660
orf19.7489,10754,6660,6509,7314,5771,6779,6031,23954,5404,5710,6050,10643
orf19.7489.3,2294,1480,1318,1597,1245,1544,1390,5859,1530,1310,1278,2334
orf19.7490,500,264,234,392,395,376,396,1183,272,570,462,1004
orf19.7491,1941,923,853,1176,980,1143,1403,4393,974,1165,1100,2081
orf19.7492,5081,2341,2803,3458,2982,3034,3883,11394,2927,3386,3030,5412
orf19.7494,1693,875,769,1144,889,881,1079,3304,698,785,871,1241
orf19.7495,1190,446,548,247,259,289,976,2386,718,276,302,575
orf19.7497,2904,1285,1403,2014,1430,1707,2201,6590,1516,1937,1697,3122
orf19.7498,9605,4492,6417,2242,2188,2328,7039,23762,6732,3056,2246,3424
orf19.7499,5989,2593,2537,2920,2230,2532,7171,15218,3778,2766,2756,5037
orf19.7499.1,666,347,361,470,373,507,527,1424,426,367,373,760
orf19.750,92,48,69,61,62,52,93,250,101,75,77,192
orf19.7500,1795,943,1091,1207,1287,1054,1339,3982,861,1804,1531,3033
orf19.7501,21328,10641,10921,15003,12829,14450,13926,40440,10725,12660,11585,21704
orf19.7502,5625,2367,2215,3672,2826,3349,3953,9458,1912,2166,2156,3798
orf19.7503,57,9,13,11,15,11,89,82,16,37,26,46
orf19.7504,1475,876,938,1670,2236,1745,1054,3887,646,3702,3861,7225
orf19.7506,977,442,594,879,713,762,823,2146,734,901,786,1496
orf19.7507,636,317,277,376,299,373,642,1599,322,406,363,640
orf19.7509.1,30617,15132,13907,17196,13112,14231,21905,70024,14543,13177,13063,22795
orf19.7509.2,4895,2719,2161,2327,2030,2041,4063,13033,2716,1981,1953,3469
orf19.751,56,26,41,184,206,174,90,424,71,212,198,540
orf19.7510,9994,4627,5351,6835,5921,5992,8033,25254,5793,7211,6897,11559
